,TOT_BFI,TOT_PET,TOT_CONTACT,TOT_EWT,TOT_IEOF,TOT_RECHG,TOT_SATOF,TOT_TWI,TOT_WB5100_ANN,TOT_FUNGICIDE,TOT_OLSON_PERM,TOT_FSTFZ6190,TOT_LSTFZ6190,TOT_MAXP6190,TOT_MAXWD6190,TOT_MINWD6190,TOT_HERBICIDE,TOT_INSECTICIDE,TOT_N97,TOT_NEMATICIDE,TOT_P97,TOT_PRSNOW,TOT_CWD,TOT_ET,TOT_RH,TOT_POPDENS90,TOT_TMAX7100,TOT_TAV7100_ANN,TOT_TMIN7100,TOT_CNPY11_BUFF100,TOT_IMPV01_BUFF100,TOT_IMPV06,TOT_IMPV06_BUFF100,TOT_DITCHES92,TOT_TILES92,TOT_HGA,TOT_HGAC,TOT_HGAD,TOT_HGB,TOT_HGBC,TOT_HGBD,TOT_HGC,TOT_POPDENS00,TOT_HGCD,TOT_HGD,TOT_HGVAR,TOT_SILTAVE,TOT_CLAYAVE,TOT_SANDAVE,TOT_POPDENS10,TOT_SRL25AG,TOT_SRL35AG,TOT_SRL45AG,TOT_SRL55AG,TOT_MINP6190,TOT_WDANN,TOT_SALINAVE,TOT_PPT7100_ANN,TOT_MIRAD_2002,TOT_MIRAD_2007,TOT_MIRAD_2012,TOT_NLCD01_11,TOT_NLCD01_12,TOT_NLCD01_21,TOT_NLCD01_22,TOT_NLCD01_23,TOT_NLCD01_24,TOT_NLCD01_31,TOT_NLCD01_41,TOT_NLCD01_42,TOT_NLCD01_43,TOT_NLCD01_52,TOT_NLCD01_71,TOT_NLCD01_81,TOT_NLCD01_82,TOT_NLCD01_90,TOT_NLCD01_95,TOT_BEDPERM_6,TOT_BEDPERM_1,TOT_BEDPERM_2,TOT_BEDPERM_3,TOT_BEDPERM_4,TOT_BEDPERM_5,TOT_BEDPERM_7,TOT_RUN7100,TOT_BASIN_AREA,TOT_BASIN_SLOPE,TOT_ELEV_MEAN,TOT_ELEV_MIN,TOT_ELEV_MAX,TOT_STREAM_SLOPE,TOT_STREAM_LENGTH,TOT_STRM_DENS,CAT_sinuosity,TOT_RDX,TOT_STREAMRIVER,TOT_ARTIFICIAL,TOT_CANALDITCH,TOT_CONNECTOR,TOT_PIPELINE,TOT_TOTAL_ROAD_DENS,TOT_PLAYA,TOT_ICEMASS,TOT_LAKEPOND,TOT_RESERVOIR,TOT_SWAMPMARSH,TOT_ESTUARY,TOT_PEST219,TOT_NPDES_MAJ_DENS,TOT_NPDES_MAJ,TOT_FRESHWATER_WD,TOT_WILDFIRE_2011,TOT_ROCKTYPE_100,TOT_ROCKTYPE_200,TOT_ROCKTYPE_300,TOT_ROCKTYPE_400,TOT_ROCKTYPE_500,TOT_ROCKTYPE_600,TOT_ROCKTYPE_999,TOT_KGBI,TOT_KGCLADO,TOT_KGFISH,TOT_NDAMS2013,TOT_NID_STORAGE2013,TOT_NORM_STORAGE2013,TOT_MAJOR2013,TOT_HDENS10,CAT_WILDFIRE_2011,CAT_CONTACT,CAT_EWT,CAT_FUNGICIDE,CAT_IEOF,CAT_PET,CAT_RECHG,CAT_SATOF,CAT_TWI,CAT_WB5100_ANN,CAT_FSTFZ6190,CAT_LSTFZ6190,CAT_MAXP6190,CAT_MAXWD6190,CAT_MINWD6190,CAT_PRSNOW,CAT_CWD,CAT_TMAX7100,CAT_TMIN7100,CAT_CNPY11_BUFF100,CAT_IMPV01_BUFF100,CAT_IMPV06,CAT_INSECTICIDE,CAT_N97,CAT_NEMATICIDE,CAT_P97,CAT_RH,CAT_TAV7100_ANN,CAT_IMPV06_BUFF100,CAT_TILES92,CAT_SILTAVE,CAT_CLAYAVE,CAT_HGD,CAT_HGCD,CAT_HGVAR,CAT_HGA,CAT_HGAD,CAT_HGB,CAT_HGAC,CAT_HGBD,CAT_HGBC,CAT_SANDAVE,CAT_SRL25AG,CAT_SRL35AG,CAT_POPDENS90,CAT_POPDENS10,CAT_SRL45AG,CAT_SRL55AG,CAT_MINP6190,CAT_WDANN,CAT_SALINAVE,CAT_MIRAD_2012,CAT_MIRAD_2002,CAT_NLCD01_52,CAT_NLCD01_71,CAT_NLCD01_81,CAT_NLCD01_82,CAT_NLCD01_90,CAT_NLCD01_95,CAT_NLCD01_11,CAT_NLCD01_12,CAT_NLCD01_21,CAT_NLCD01_22,CAT_NLCD01_23,CAT_NLCD01_24,CAT_NLCD01_31,CAT_NLCD01_41,CAT_NLCD01_42,CAT_BEDPERM_1,CAT_BEDPERM_2,CAT_BEDPERM_3,CAT_BEDPERM_4,CAT_BEDPERM_5,CAT_BEDPERM_6,CAT_BEDPERM_7,CAT_CANALDITCH,CAT_CONNECTOR,CAT_ELEV_MAX,CAT_RDX,CAT_PIPELINE,CAT_STREAM_SLOPE,CAT_STREAM_LENGTH,CAT_STRM_DENS,CAT_STREAMRIVER,CAT_ICEMASS,CAT_LAKEPOND,CAT_PEST219,CAT_PLAYA,CAT_NPDES_MAJ,CAT_NPDES_MAJ_DENS,CAT_RESERVOIR,CAT_SWAMPMARSH,CAT_TOTAL_ROAD_DENS,CAT_ROCKTYPE_100,CAT_ROCKTYPE_200,CAT_ROCKTYPE_300,CAT_ROCKTYPE_400,CAT_ROCKTYPE_500,CAT_ROCKTYPE_600,CAT_KGBI,CAT_KGCLADO,CAT_KGFISH,CAT_NORM_STORAGE2013,CAT_HDENS10,CAT_HGC,CAT_NLCD01_43,CAT_ROCKTYPE_999,CAT_ARTIFICIAL,CAT_BASIN_AREA,CAT_BASIN_SLOPE,CAT_BFI,CAT_DITCHES92,CAT_ET,CAT_ELEV_MEAN,CAT_ELEV_MIN,CAT_ESTUARY,CAT_FRESHWATER_WD,CAT_HERBICIDE,CAT_MAJOR2013,CAT_MIRAD_2007,CAT_NDAMS2013,CAT_NID_STORAGE2013,CAT_OLSON_PERM,CAT_POPDENS00,CAT_PPT7100_ANN,CAT_RUN7100,comid
4492020,71.12,734.96,73.67,-6.6,1.0,383.85,5.71,12.44,468.26,0.13,9.49,288.0,116.5,117.67,10.0,7.0,0.32,0.03,9.85,0.0,2.15,15.0,1.74,630.0,68.0,0.11,18.14,11.75,5.87,73.36,0.24,0.1,0.24,0.0151,0.0011,36.04,0.0,0.0,27.06,0.0,9.21,3.42,0.0,16.01,8.26,0.0,17.65,7.43,74.94,0.14,0.0,0.0,0.0,0.0,78.88,106.35,107.74,1188.4,0.0,0.0,0.0,0.07,0.0,1.81,0.07,0.0,0.0,0.0,40.14,29.53,1.75,1.11,0.76,0.0,0.0,24.76,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,559.0,8.19,0.71,40.71,27.51,52.13,0.0,5.65,0.69,1.08,4.0,100.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.27,0.0,0.0,0.0,0.81,0.0,0.0,25.71,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.67,-6.6,0.13,1.0,734.96,383.85,5.71,12.44,468.26,288.0,116.5,117.67,10.0,7.0,15.0,1.74,18.14,5.87,73.36,0.24,0.1,0.03,9.85,0.0,2.15,68.0,11.75,0.24,0.0011,17.65,7.43,8.26,16.01,0.0,36.04,0.0,27.06,0.0,9.21,0.0,74.94,0.0,0.0,0.11,0.14,0.0,0.0,78.88,106.35,107.74,0.0,0.0,1.11,0.76,0.0,0.0,24.76,0.0,0.07,0.0,1.81,0.07,0.0,0.0,0.0,40.14,29.53,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,52.13,4.0,0.0,0.0,5.646,0.69,100.0,0.0,0.27,0.81,0.0,0.0,0.0,0.0,0.0,1.47,0.0,100.0,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0,,3.42,1.75,0.0,0.0,8.19,0.71,71.12,0.0151,630.0,40.71,27.51,0.0,25.71,0.32,0.0,0.0,0.0,0.0,9.49,0.0,1188.4,559.0,4492020
2588381,45.57,585.51,129.69,-31.07,3.48,295.58,2.43,11.38,566.17,1.08,0.15,271.17,137.01,112.25,11.99,9.05,3.33,0.44,538.88,0.08,114.86,27.27,1.79,554.0,66.71,26.82,13.29,7.56,1.62,55.9,0.99,0.77,1.01,0.0247,1.321,4.2,0.0,0.48,7.19,0.0,0.92,78.61,32.1,4.28,4.32,0.0,54.24,15.47,30.29,36.2,0.93,4.25,15.21,31.23,70.69,126.04,0.0,1192.33,0.08,0.04,0.05,2.22,0.0,5.11,0.93,0.25,0.08,0.2,59.82,4.66,10.59,0.53,0.4,8.16,2.22,4.44,0.38,0.3,84.21,0.0,0.0,0.0,10.59,4.9,567.85,11760.08,13.17,440.72,65.8,1264.99,0.013508,7334.75,0.62,1.01,7039.0,83.85,14.2,0.46,0.13,1.36,1.89,0.0,0.0,2.46,0.02,1.51,0.0,6.58,0.14,16.0,21.82,12.16,0.0,0.0,0.0,3.6,9.49,0.97,85.94,0.43,1.01,0.03,537.0,1950448.8,1213105.8,20.0,20.44,0.0,54.0,-2.95,7.21,1.56,664.99,276.09,3.0,13.63,593.0,281.0,126.0,115.0,11.0,8.0,22.0,1.79,16.23,4.12,10.41,0.01,4.76,3.53,2293.44,0.31,538.6,66.0,9.8,0.01,0.0577,48.58,11.68,20.5,2.73,0.0,8.06,2.02,54.82,0.0,2.35,0.0,39.74,1.32,1.32,203.98,205.81,1.32,1.32,75.0,114.02,0.0,0.0,9.18,0.0,0.0,0.16,32.04,0.0,0.0,12.6,0.0,7.93,9.64,1.4,0.0,0.0,28.62,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,202.96,0.0,0.0,0.0,0.461,0.79,0.0,0.0,0.0,82.82,0.0,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,5.14,10.48,1.13,2.73,6.9,0.18,0.0,,9.52,7.62,83.25,100.0,0.58,9.93,52.52,0.0,559.0,99.87,67.49,0.0,88.86,46.06,0.0,0.0,0.0,0.0,0.04,207.93,1205.85,614.0,2588381
2612822,41.09,549.64,63.31,-30.62,2.73,256.67,2.44,10.94,516.92,0.98,0.19,260.72,146.91,105.63,13.03,9.92,7.79,0.88,1062.69,0.15,213.98,28.54,1.97,530.0,66.03,17.01,12.36,6.49,0.07,36.69,0.84,0.39,0.84,0.151,1.1536,6.0,0.0,0.38,3.03,0.0,0.0,84.59,17.23,3.29,2.7,0.0,56.67,13.23,30.08,18.39,0.0,9.72,11.35,29.76,58.15,135.07,0.0,1077.14,0.0,0.0,0.05,0.28,0.0,3.27,0.44,0.11,0.04,0.0,57.75,2.08,2.87,0.13,0.71,25.06,5.38,1.42,0.47,0.0,100.0,0.0,0.0,0.0,0.0,0.0,497.09,354.12,16.44,609.64,408.08,983.35,0.003677,127.81,0.36,1.11,85.0,98.33,1.67,0.0,0.0,0.0,1.49,0.0,0.0,0.37,0.0,0.12,0.0,7.44,0.0,0.0,43.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.76,1.8,0.03,10.0,1383.0,833.0,0.0,9.21,0.0,54.53,-30.89,1.42,3.0,561.15,266.98,2.0,14.24,536.5,258.16,148.84,108.08,13.0,9.0,28.0,1.97,12.93,0.34,39.71,5.0,5.03,1.19,799.51,0.23,156.71,66.0,6.81,5.0,0.0008,54.73,14.83,2.03,3.77,0.0,12.17,0.0,6.31,0.0,0.0,0.0,30.21,0.0,0.08,205.63,217.38,1.55,4.26,58.09,135.0,0.0,0.0,0.0,0.0,0.34,10.81,10.36,1.62,0.51,0.21,0.0,11.97,5.47,2.46,1.22,0.0,49.2,1.03,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.75,6.0,0.0,0.0,3.661,0.56,100.0,0.0,0.44,7.36,0.0,0.0,0.0,0.0,0.32,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.49,1.15,0.02,0.0,,75.72,4.8,100.0,0.0,6.55,18.25,43.91,0.0923,553.0,491.58,408.08,0.0,43.8,11.57,0.0,0.0,0.0,0.0,0.17,185.33,1112.97,496.0,2612822
932040162,52.91,687.52,607.64,-16.55,4.59,268.25,2.63,11.91,491.72,6.37,0.05,288.05,117.92,119.07,11.0,8.0,51.91,3.82,4824.72,0.11,1166.99,18.75,1.79,628.0,66.18,200.35,16.26,10.52,5.28,44.41,3.03,4.33,3.04,0.0,0.1598,2.28,0.0,0.0,67.08,0.0,0.07,17.69,214.33,0.0,12.88,0.0,50.71,22.33,26.95,272.85,0.76,1.1,1.11,3.23,72.55,114.24,0.0,1199.57,0.1,0.1,0.15,0.41,0.0,13.21,4.69,1.86,0.51,0.29,31.56,0.06,0.09,5.3,0.42,20.18,17.6,3.65,0.18,0.0,93.09,0.0,0.0,0.0,0.0,6.91,535.96,123.78,6.11,199.47,88.26,318.31,0.00403,79.41,0.64,1.17,92.0,96.54,3.39,0.0,0.07,0.0,3.35,0.0,0.0,0.57,0.0,0.0,0.0,70.58,0.81,1.0,49.13,0.0,0.0,0.0,0.0,0.33,0.0,99.67,0.0,2.91,6.48,0.26,2.0,4550.0,2235.0,1.0,99.31,0.0,217.76,-18.64,0.54,4.0,700.68,277.42,2.9,13.77,479.58,288.0,115.89,116.09,11.0,8.0,18.0,1.79,16.85,5.29,28.27,48.37,33.63,0.31,1321.69,0.0,256.7,66.0,10.81,48.37,0.0178,52.73,28.66,5.61,0.0,0.0,2.31,0.0,79.19,0.0,1.09,0.0,18.43,0.13,0.13,1828.6,2406.88,0.13,0.13,74.86,112.06,0.0,0.0,0.0,2.25,0.03,2.13,1.61,0.0,0.0,0.0,0.0,14.87,21.19,23.47,8.85,0.0,25.5,0.08,4.9,0.0,0.0,0.0,0.0,0.0,95.1,0.0,0.32,202.77,5.0,0.0,0.0,2.286,0.43,99.68,0.0,0.0,7.31,0.0,1.0,18.63,0.08,0.0,12.68,0.0,0.0,0.0,4.31,0.0,95.69,0.27,0.59,0.02,0.0,,11.79,0.0,0.0,0.0,5.37,10.64,54.0,0.0,621.0,130.97,88.26,0.0,50.84,4.06,0.0,0.0,0.0,0.0,0.23,1765.95,1230.4,538.0,932040162
4153166,49.63,595.07,214.34,-26.91,7.95,351.76,2.81,11.01,592.52,0.32,0.15,272.43,134.56,112.97,11.45,8.67,0.53,0.1,70.99,0.0,14.49,26.41,1.81,551.0,66.41,22.52,13.06,0.0,2.0,69.96,0.54,0.41,0.54,0.0,0.0577,1.4,0.0,0.0,2.66,0.0,0.7,89.01,32.47,3.42,2.82,0.0,52.55,17.18,30.27,36.63,1.14,1.14,6.43,22.66,74.51,122.35,0.0,1300.41,0.0,0.0,0.0,1.33,0.0,5.12,0.5,0.09,0.02,0.0,72.49,3.47,6.16,1.46,0.34,0.8,0.14,7.93,0.15,0.0,100.0,0.0,0.0,0.0,0.0,0.0,635.63,179.13,9.1,424.41,176.26,665.53,0.015111,129.71,0.72,1.21,124.0,91.59,8.41,0.0,0.0,0.0,1.96,0.0,0.0,1.71,0.0,2.83,0.0,2.61,0.0,0.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.11,0.22,0.01,12.0,7652.6,2114.2,2.0,21.08,0.0,186.44,-40.86,0.0,8.0,634.06,380.05,2.0,11.37,603.79,275.04,132.63,118.23,12.0,8.0,24.75,1.81,14.4,2.48,78.17,0.07,0.32,0.0,63.82,0.0,10.48,66.0,9.05,0.07,0.0577,52.14,15.67,1.79,8.02,0.0,8.99,0.0,14.39,0.0,4.49,0.0,32.21,0.0,0.0,21.64,53.92,0.0,0.0,76.58,121.0,0.0,0.0,0.0,0.14,0.0,0.31,0.0,5.04,0.0,0.16,0.0,4.93,0.23,0.09,0.02,0.0,69.48,12.91,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,0.0,0.0,0.01,2.896,0.5,100.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,2.46,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.0,0.0,,62.31,6.7,100.0,0.0,5.79,13.48,52.54,0.0,604.0,270.9,176.26,0.0,3.51,0.0,0.0,0.0,0.0,0.0,0.15,40.03,1269.12,637.0,4153166
4495818,58.19,762.4,800.81,-2.01,1.59,296.99,5.39,15.86,410.55,263.24,7.02,299.47,103.17,109.39,10.0,7.0,137.09,53.93,5781.1,0.48,1322.16,13.69,1.75,642.0,67.0,83.92,17.82,12.3,7.66,56.42,1.29,3.51,1.4,2.1398,0.0011,5.85,0.0,0.0,55.48,1.78,9.17,16.11,137.76,6.82,4.79,0.0,27.77,14.91,57.33,193.75,0.04,2.46,3.88,11.4,74.0,102.04,52.92,1163.46,9.34,10.41,9.38,0.13,0.0,13.13,4.68,0.69,0.12,0.01,15.82,0.15,0.47,1.89,0.19,10.97,38.11,13.57,0.07,0.0,0.0,0.0,100.0,0.0,0.0,0.0,558.39,67.7,2.34,31.1,0.54,52.03,0.005619,37.37,0.55,1.03,48.0,92.35,7.65,0.0,0.0,0.0,3.15,0.0,0.0,1.37,0.0,0.0,0.0,1373.74,0.0,0.0,24.71,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.09,28.8,7.71,6.0,474.0,303.0,0.0,62.24,0.0,899.0,-2.0,277.34,2.0,765.92,291.27,4.0,12.16,387.0,300.0,103.0,110.0,10.0,7.0,13.0,1.75,17.93,7.86,66.96,0.54,0.52,56.82,4634.12,0.51,1055.88,67.0,12.3,0.54,0.0011,28.94,17.71,0.25,4.83,0.0,5.5,0.0,54.26,0.0,0.0,9.42,53.35,0.0,0.0,40.41,45.37,1.01,8.28,74.0,103.63,0.0,0.0,16.59,8.3,0.0,3.36,41.7,24.44,1.57,0.0,0.0,6.28,0.22,0.0,0.0,0.0,14.13,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,24.59,2.0,0.0,0.0,0.634,1.59,100.0,0.0,0.0,1418.37,0.0,0.0,0.0,0.0,0.0,2.63,0.0,100.0,0.0,0.0,0.0,0.0,21.23,30.43,8.15,0.0,,25.74,0.0,0.0,0.0,0.4,4.36,56.85,1.7598,712.0,12.22,0.54,0.0,24.71,144.44,0.0,26.23,0.0,0.0,11.12,45.03,1158.17,559.0,4495818
4151208,48.37,565.13,173.5,-27.48,3.97,379.87,2.48,11.27,679.63,0.59,0.16,272.64,133.77,126.54,12.15,9.25,0.76,0.16,179.14,0.06,39.63,28.73,1.8,527.0,68.44,31.59,12.38,6.93,1.44,55.84,0.78,0.9,0.79,0.0,2.962,2.48,0.0,0.0,1.32,0.0,0.0,85.95,33.25,7.04,3.2,0.0,54.44,15.76,29.81,35.46,1.59,1.78,7.99,9.07,84.16,125.07,0.0,1341.21,0.02,0.0,0.0,2.74,0.0,3.59,1.12,0.39,0.13,0.35,57.3,12.99,16.57,0.18,0.15,1.69,0.48,2.18,0.15,0.52,99.48,0.0,0.0,0.0,0.0,0.0,634.69,576.34,13.03,541.33,188.05,1264.99,0.010862,267.9,0.46,1.01,154.0,78.59,14.92,0.0,0.16,6.33,1.57,0.0,0.0,3.35,0.0,0.0,0.0,2.83,0.52,3.0,29.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.06,0.13,0.0,26.0,161636.0,119761.0,1.0,20.97,0.0,206.3,-20.34,0.0,3.08,623.57,313.95,2.0,11.82,539.95,280.17,129.54,120.8,11.0,8.0,23.19,1.8,14.39,3.39,37.28,2.37,0.2,0.0,8.59,0.0,1.95,67.97,8.49,2.37,0.0004,58.74,16.2,1.4,4.26,0.0,0.0,0.0,0.78,0.0,0.0,0.0,25.07,0.0,0.0,3.97,11.52,0.33,0.33,75.97,115.99,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.08,0.0,1.86,0.0,3.35,0.21,0.0,0.0,0.0,74.15,2.25,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.27,2.0,0.0,0.01,0.623,0.29,100.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.0,,93.57,17.84,100.0,0.0,2.12,16.69,46.89,0.0115,598.0,330.88,188.05,0.0,62.42,0.0,0.0,0.0,0.0,0.0,0.23,4.96,1231.07,637.0,4151208
4653600,51.22,765.49,536.11,-2.14,3.0,236.49,4.95,14.52,345.24,4.32,13.66,294.27,105.43,98.84,10.0,7.0,62.18,2.12,7073.8,0.0,1230.97,13.0,1.77,702.0,66.0,155.95,18.37,12.47,6.89,33.94,5.51,12.71,5.94,7.8261,0.0011,0.0,0.0,0.0,71.0,0.0,5.0,12.0,273.55,9.0,3.0,0.0,41.57,16.11,42.33,707.16,0.0,0.02,0.1,0.1,68.26,95.04,0.0,1096.04,0.77,0.0,4.46,1.38,0.0,24.17,11.83,4.56,1.22,0.0,3.73,0.0,0.12,0.86,0.0,11.51,32.21,7.69,0.71,0.0,0.0,0.0,100.0,0.0,0.0,0.0,537.5,16.55,1.54,17.03,0.6,22.26,0.0,11.11,0.67,1.36,13.0,100.0,0.0,0.0,0.0,0.0,5.63,0.0,0.0,0.14,0.0,0.8,0.0,142.85,0.0,0.0,131.79,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3.04,3.55,0.78,0.0,0.0,0.0,0.0,133.83,0.0,492.11,-2.17,5.63,3.0,766.55,238.2,4.87,13.28,343.7,294.03,105.0,98.48,10.0,7.0,13.0,1.77,18.33,6.89,35.31,1.37,4.76,2.75,6809.5,0.0,1189.56,66.0,12.5,1.37,0.0011,41.57,16.11,3.0,9.0,0.0,0.0,0.0,71.0,0.0,5.0,0.0,42.33,0.0,0.0,35.18,177.17,0.0,0.0,68.0,95.0,0.0,1.41,2.26,0.95,0.0,6.11,37.6,6.3,2.14,3.49,0.0,31.35,4.58,1.31,0.1,0.0,5.94,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,21.88,3.0,0.0,0.0,4.056,0.74,100.0,0.0,0.38,138.8,0.0,0.0,0.0,0.0,2.41,3.85,0.0,100.0,0.0,0.0,0.0,0.0,3.45,4.02,0.88,0.0,,12.0,0.13,0.0,0.0,5.5,3.0,51.0,7.5439,689.0,14.46,0.6,0.0,131.79,80.77,0.0,0.0,0.0,0.0,15.52,108.13,1094.66,538.0,4653600
4779457,51.87,625.68,17.04,-15.93,1.07,350.54,3.18,11.81,619.71,0.79,0.22,280.05,129.21,125.17,11.77,8.21,2.18,0.21,211.5,0.01,53.18,23.23,1.84,592.0,66.82,59.33,14.55,8.77,2.98,61.21,5.03,2.06,5.1,0.0,0.0007,13.03,0.0,0.0,26.23,0.0,32.72,23.09,52.82,0.0,4.94,0.0,41.6,20.84,37.5,51.93,0.0,0.0,0.0,11.65,82.92,116.69,0.0,1308.43,0.06,0.22,0.0,1.44,0.0,7.37,3.14,0.85,0.11,3.77,73.98,3.59,4.55,0.0,0.0,0.76,0.42,0.0,0.01,0.0,0.0,0.0,0.0,0.0,100.0,0.0,552.0,70.52,14.37,334.11,188.7,535.77,0.018493,43.8,0.62,1.19,54.0,95.64,4.35,0.0,0.01,0.0,2.14,0.0,0.0,1.04,0.0,0.01,0.0,1.32,0.0,0.0,9.99,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.18,0.43,0.02,1.0,850.0,640.0,0.0,28.79,0.0,17.58,-22.02,0.0,1.0,625.22,354.05,3.0,13.02,585.99,279.84,129.82,123.39,11.11,8.0,23.01,1.84,15.07,2.93,50.36,12.09,2.78,0.01,256.28,0.0,57.96,66.76,8.78,12.22,0.0007,43.23,20.17,3.76,0.0,0.0,13.7,0.0,30.57,0.0,24.91,0.0,36.46,0.0,0.0,108.7,78.71,0.0,6.6,80.33,112.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.05,1.58,0.0,6.83,3.74,1.38,0.3,5.83,72.15,1.58,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,471.81,10.0,0.0,0.0,6.116,0.37,100.0,0.0,0.76,0.11,0.0,0.0,0.0,0.0,0.03,2.06,0.0,0.0,0.0,0.0,100.0,0.0,0.16,0.37,0.02,0.0,,27.06,5.24,0.0,0.0,16.7,16.2,52.99,0.0,613.0,271.39,188.7,0.0,9.99,0.0,0.0,0.68,0.0,0.0,0.23,95.85,1279.64,552.0,4779457
1748535,39.71,526.94,47.95,-43.25,3.0,285.83,2.13,11.28,542.53,0.3,0.19,263.66,144.38,108.8,12.29,9.5,2.46,0.27,446.78,0.05,89.65,29.6,1.93,520.0,67.43,12.98,11.98,5.75,0.13,34.66,2.43,0.25,2.45,0.0601,0.0122,0.0,0.0,0.0,0.0,0.0,0.0,90.41,13.33,7.75,1.84,0.0,59.74,14.56,25.7,13.24,0.0,11.31,16.68,34.23,62.15,129.97,0.0,1073.46,0.0,0.0,0.0,0.16,0.0,2.86,0.35,0.04,0.0,0.0,78.33,3.32,3.6,0.28,0.04,7.79,1.62,1.2,0.39,0.0,100.0,0.0,0.0,0.0,0.0,0.0,494.82,65.02,23.57,639.15,441.61,1021.53,0.0,13.59,0.21,1.1,10.0,100.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.08,0.0,0.22,0.0,8.22,0.0,0.0,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.23,0.55,0.0,1.0,101.0,64.0,0.0,8.13,0.0,47.95,-43.25,0.3,3.0,526.94,285.83,2.13,11.28,542.53,263.66,144.38,108.8,12.29,9.5,29.6,1.93,11.98,0.13,34.66,2.43,0.25,0.27,446.78,0.05,89.65,67.43,5.75,2.45,0.0122,59.74,14.56,1.84,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,0.0,11.31,12.98,13.24,16.68,34.23,62.15,129.97,0.0,0.0,0.0,0.28,0.04,7.79,1.62,1.2,0.39,0.16,0.0,2.86,0.35,0.04,0.0,0.0,78.33,3.32,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.53,10.0,0.0,0.0,13.589,0.21,100.0,0.0,0.08,8.22,0.0,0.0,0.0,0.0,0.22,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.55,0.0,64.0,,90.41,3.6,100.0,0.0,65.02,23.57,39.71,0.0601,520.0,639.15,441.61,0.0,43.8,2.46,0.0,0.0,1.0,101.0,0.19,13.33,1073.46,494.82,1748535
