,TOT_BFI,TOT_PET,TOT_CONTACT,TOT_EWT,TOT_IEOF,TOT_RECHG,TOT_SATOF,TOT_TWI,TOT_WB5100_ANN,TOT_FUNGICIDE,TOT_OLSON_PERM,TOT_FSTFZ6190,TOT_LSTFZ6190,TOT_MAXP6190,TOT_MAXWD6190,TOT_MINWD6190,TOT_HERBICIDE,TOT_INSECTICIDE,TOT_N97,TOT_NEMATICIDE,TOT_P97,TOT_PRSNOW,TOT_CWD,TOT_ET,TOT_RH,TOT_POPDENS90,TOT_TMAX7100,TOT_TAV7100_ANN,TOT_TMIN7100,TOT_CNPY11_BUFF100,TOT_IMPV01_BUFF100,TOT_IMPV06,TOT_IMPV06_BUFF100,TOT_DITCHES92,TOT_TILES92,TOT_HGA,TOT_HGAC,TOT_HGAD,TOT_HGB,TOT_HGBC,TOT_HGBD,TOT_HGC,TOT_POPDENS00,TOT_HGCD,TOT_HGD,TOT_HGVAR,TOT_SILTAVE,TOT_CLAYAVE,TOT_SANDAVE,TOT_POPDENS10,TOT_SRL25AG,TOT_SRL35AG,TOT_SRL45AG,TOT_SRL55AG,TOT_MINP6190,TOT_WDANN,TOT_SALINAVE,TOT_PPT7100_ANN,TOT_MIRAD_2002,TOT_MIRAD_2007,TOT_MIRAD_2012,TOT_NLCD01_11,TOT_NLCD01_12,TOT_NLCD01_21,TOT_NLCD01_22,TOT_NLCD01_23,TOT_NLCD01_24,TOT_NLCD01_31,TOT_NLCD01_41,TOT_NLCD01_42,TOT_NLCD01_43,TOT_NLCD01_52,TOT_NLCD01_71,TOT_NLCD01_81,TOT_NLCD01_82,TOT_NLCD01_90,TOT_NLCD01_95,TOT_BEDPERM_6,TOT_BEDPERM_1,TOT_BEDPERM_2,TOT_BEDPERM_3,TOT_BEDPERM_4,TOT_BEDPERM_5,TOT_BEDPERM_7,TOT_RUN7100,TOT_BASIN_AREA,TOT_BASIN_SLOPE,TOT_ELEV_MEAN,TOT_ELEV_MIN,TOT_ELEV_MAX,TOT_STREAM_SLOPE,TOT_STREAM_LENGTH,TOT_STRM_DENS,CAT_sinuosity,TOT_RDX,TOT_STREAMRIVER,TOT_ARTIFICIAL,TOT_CANALDITCH,TOT_CONNECTOR,TOT_PIPELINE,TOT_TOTAL_ROAD_DENS,TOT_PLAYA,TOT_ICEMASS,TOT_LAKEPOND,TOT_RESERVOIR,TOT_SWAMPMARSH,TOT_ESTUARY,TOT_PEST219,TOT_NPDES_MAJ_DENS,TOT_NPDES_MAJ,TOT_FRESHWATER_WD,TOT_WILDFIRE_2011,TOT_ROCKTYPE_100,TOT_ROCKTYPE_200,TOT_ROCKTYPE_300,TOT_ROCKTYPE_400,TOT_ROCKTYPE_500,TOT_ROCKTYPE_600,TOT_ROCKTYPE_999,TOT_KGBI,TOT_KGCLADO,TOT_KGFISH,TOT_NDAMS2013,TOT_NID_STORAGE2013,TOT_NORM_STORAGE2013,TOT_MAJOR2013,TOT_HDENS10,CAT_WILDFIRE_2011,CAT_CONTACT,CAT_EWT,CAT_FUNGICIDE,CAT_IEOF,CAT_PET,CAT_RECHG,CAT_SATOF,CAT_TWI,CAT_WB5100_ANN,CAT_FSTFZ6190,CAT_LSTFZ6190,CAT_MAXP6190,CAT_MAXWD6190,CAT_MINWD6190,CAT_PRSNOW,CAT_CWD,CAT_TMAX7100,CAT_TMIN7100,CAT_CNPY11_BUFF100,CAT_IMPV01_BUFF100,CAT_IMPV06,CAT_INSECTICIDE,CAT_N97,CAT_NEMATICIDE,CAT_P97,CAT_RH,CAT_TAV7100_ANN,CAT_IMPV06_BUFF100,CAT_TILES92,CAT_SILTAVE,CAT_CLAYAVE,CAT_HGD,CAT_HGCD,CAT_HGVAR,CAT_HGA,CAT_HGAD,CAT_HGB,CAT_HGAC,CAT_HGBD,CAT_HGBC,CAT_SANDAVE,CAT_SRL25AG,CAT_SRL35AG,CAT_POPDENS90,CAT_POPDENS10,CAT_SRL45AG,CAT_SRL55AG,CAT_MINP6190,CAT_WDANN,CAT_SALINAVE,CAT_MIRAD_2012,CAT_MIRAD_2002,CAT_NLCD01_52,CAT_NLCD01_71,CAT_NLCD01_81,CAT_NLCD01_82,CAT_NLCD01_90,CAT_NLCD01_95,CAT_NLCD01_11,CAT_NLCD01_12,CAT_NLCD01_21,CAT_NLCD01_22,CAT_NLCD01_23,CAT_NLCD01_24,CAT_NLCD01_31,CAT_NLCD01_41,CAT_NLCD01_42,CAT_BEDPERM_1,CAT_BEDPERM_2,CAT_BEDPERM_3,CAT_BEDPERM_4,CAT_BEDPERM_5,CAT_BEDPERM_6,CAT_BEDPERM_7,CAT_CANALDITCH,CAT_CONNECTOR,CAT_ELEV_MAX,CAT_RDX,CAT_PIPELINE,CAT_STREAM_SLOPE,CAT_STREAM_LENGTH,CAT_STRM_DENS,CAT_STREAMRIVER,CAT_ICEMASS,CAT_LAKEPOND,CAT_PEST219,CAT_PLAYA,CAT_NPDES_MAJ,CAT_NPDES_MAJ_DENS,CAT_RESERVOIR,CAT_SWAMPMARSH,CAT_TOTAL_ROAD_DENS,CAT_ROCKTYPE_100,CAT_ROCKTYPE_200,CAT_ROCKTYPE_300,CAT_ROCKTYPE_400,CAT_ROCKTYPE_500,CAT_ROCKTYPE_600,CAT_KGBI,CAT_KGCLADO,CAT_KGFISH,CAT_NORM_STORAGE2013,CAT_HDENS10,CAT_HGC,CAT_NLCD01_43,CAT_ROCKTYPE_999,CAT_ARTIFICIAL,CAT_BASIN_AREA,CAT_BASIN_SLOPE,CAT_BFI,CAT_DITCHES92,CAT_ET,CAT_ELEV_MEAN,CAT_ELEV_MIN,CAT_ESTUARY,CAT_FRESHWATER_WD,CAT_HERBICIDE,CAT_MAJOR2013,CAT_MIRAD_2007,CAT_NDAMS2013,CAT_NID_STORAGE2013,CAT_OLSON_PERM,CAT_POPDENS00,CAT_PPT7100_ANN,CAT_RUN7100,comid
4782153,51.55,698.84,176.53,-18.21,3.29,285.61,2.6,11.95,484.69,3.96,0.11,290.32,115.02,115.77,10.79,7.72,31.54,2.38,2937.57,0.07,697.38,18.57,1.79,645.0,66.03,48.45,16.58,10.8,5.36,56.8,0.48,1.05,0.49,0.0,0.1415,4.85,0.0,0.0,64.05,0.0,1.18,20.62,60.23,0.0,9.3,0.0,51.94,20.5,27.54,74.49,0.4,0.4,0.4,3.95,74.87,109.96,0.0,1183.53,0.08,0.08,0.16,0.26,0.0,9.79,1.07,0.24,0.02,0.05,46.04,0.38,0.54,8.12,0.64,17.58,11.42,3.8,0.04,0.0,75.88,24.12,0.0,0.0,0.0,0.0,551.18,157.98,8.7,158.26,40.58,305.07,0.006626,113.19,0.72,1.29,115.0,96.45,3.55,0.0,0.0,0.0,2.67,0.0,0.0,0.57,0.0,0.04,0.0,33.85,0.0,0.0,46.43,0.0,0.0,0.0,29.59,0.0,0.0,70.41,0.0,2.01,4.43,0.18,3.0,1419.0,791.0,0.0,27.72,0.0,184.73,-6.76,4.26,3.07,718.66,280.47,2.55,14.17,444.91,293.72,111.77,111.74,10.0,7.0,17.43,1.79,17.34,5.57,61.56,0.81,2.0,2.79,5344.61,0.07,1258.74,66.0,11.23,0.81,0.1982,49.6,19.75,5.79,0.0,0.0,0.79,0.0,45.37,0.0,4.34,0.0,30.59,0.0,0.0,60.35,106.0,0.0,3.27,73.03,105.0,0.0,0.0,0.0,10.63,1.13,39.31,13.49,1.25,0.0,0.0,0.0,11.92,2.38,0.65,0.05,0.0,18.11,0.26,43.42,56.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.8,1.0,0.0,0.0,3.497,0.69,100.0,0.0,0.19,60.6,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,35.37,0.0,0.0,64.63,3.37,7.4,0.31,0.0,,43.7,0.81,0.0,0.0,5.1,6.01,50.26,0.0,628.0,72.55,40.58,0.0,50.84,32.51,0.0,0.0,0.0,0.0,0.06,79.08,1168.47,552.0,4782153
4147946,47.91,486.58,21.81,-19.31,4.0,486.53,2.0,9.56,956.36,0.76,0.17,265.13,141.11,144.55,11.87,9.59,0.17,0.1,0.57,0.01,0.15,36.65,1.87,449.0,69.87,0.91,9.71,4.7,-0.75,82.33,0.0,0.0,0.0,0.0,0.4201,0.0,0.0,0.0,0.0,0.0,0.0,65.18,0.91,25.76,9.07,0.0,60.11,15.25,24.64,0.94,0.0,0.0,4.11,4.11,102.87,129.32,0.0,1599.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.08,0.63,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,634.28,9.92,25.66,866.32,619.5,1116.49,0.018711,4.81,0.48,1.04,0.0,98.64,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,54.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.02,0.04,0.0,0.0,0.0,0.0,0.0,2.32,0.0,19.87,-5.94,6.74,4.0,483.98,491.03,2.0,11.3,924.8,265.0,142.0,137.38,12.0,10.0,36.73,1.87,10.77,-0.54,81.03,0.0,0.0,0.84,4.95,0.06,1.32,70.0,4.6,0.0,0.4201,60.09,15.28,0.22,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.62,0.0,0.0,0.63,0.65,4.21,4.21,99.23,129.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.06,3.45,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,989.49,0.0,0.0,0.03,1.154,1.03,97.55,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.31,0.03,0.0,,95.26,4.49,100.0,0.0,1.12,18.89,47.28,0.0,485.0,707.42,619.5,0.0,54.53,1.51,0.0,0.0,0.0,0.0,0.16,0.63,1529.99,637.0,4147946
4147394,49.09,505.64,31.81,-30.73,4.0,486.23,2.35,10.69,843.43,0.41,0.16,266.89,139.14,139.66,12.38,9.58,0.09,0.05,15.8,0.0,4.02,32.94,1.86,478.0,69.46,2.66,10.53,5.26,-0.07,72.15,0.15,0.03,0.15,0.0,0.0328,0.0,0.0,0.0,0.0,0.0,0.0,72.68,2.35,20.46,6.86,0.0,60.1,15.26,24.64,2.03,0.41,0.41,2.51,5.04,98.41,130.53,0.0,1513.3,0.0,0.0,0.0,0.0,0.0,0.76,0.01,0.0,0.0,0.0,69.08,11.05,18.69,0.07,0.01,0.04,0.02,0.27,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,632.19,71.34,22.1,774.98,487.59,1264.99,0.008663,24.24,0.34,1.27,7.0,100.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.04,0.0,0.0,0.0,0.66,0.0,0.0,52.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.03,0.05,0.0,0.0,0.0,0.0,0.0,2.54,0.0,44.89,-27.76,1.09,4.0,523.03,467.53,3.0,11.69,815.3,267.59,139.15,129.2,13.2,10.0,32.48,1.86,11.4,0.57,59.41,0.39,0.06,0.14,39.19,0.0,9.73,69.13,5.68,0.39,0.0551,60.1,15.28,0.7,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.62,0.0,0.0,6.15,4.37,0.0,0.0,87.35,132.93,0.0,0.0,0.0,0.24,0.03,0.0,0.08,0.78,0.0,0.0,0.0,1.54,0.05,0.0,0.0,0.0,73.47,7.74,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929.67,5.0,0.0,0.01,7.147,0.36,100.0,0.0,0.07,1.51,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0,,93.63,16.07,100.0,0.0,19.67,19.9,49.15,0.0,509.0,665.68,487.59,0.0,48.49,0.24,0.0,0.0,0.0,0.0,0.16,4.91,1408.63,634.06,4147394
1748567,43.45,531.13,49.42,-32.8,3.96,327.6,2.52,10.74,603.16,0.24,0.16,265.19,141.86,110.04,11.51,8.47,0.64,0.21,268.11,0.04,57.57,31.88,1.91,518.0,67.04,7.64,11.58,5.94,0.0,56.92,1.74,0.23,1.75,0.0222,0.0005,0.14,0.0,0.0,0.07,0.0,0.0,86.06,9.61,10.33,3.41,0.0,59.26,13.22,27.52,10.34,0.14,3.14,7.17,19.55,66.84,121.51,0.0,1176.75,0.1,0.0,0.0,0.09,0.0,2.82,0.34,0.04,0.02,0.0,81.25,4.31,3.67,0.3,1.26,4.41,0.56,0.87,0.07,0.0,100.0,0.0,0.0,0.0,0.0,0.0,493.77,122.29,20.93,673.5,415.59,1091.09,0.002967,37.08,0.3,1.05,34.0,98.61,1.39,0.0,0.0,0.0,1.6,0.0,0.0,0.17,0.0,0.0,0.0,5.11,0.0,0.0,24.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.18,0.37,0.01,1.0,38.0,30.0,0.0,10.01,0.0,58.83,-48.11,0.16,4.0,551.17,359.42,2.95,11.89,554.09,266.12,140.67,103.01,11.99,8.05,30.73,1.91,12.53,0.54,54.76,1.26,0.41,0.15,408.09,0.02,82.08,65.83,6.63,1.26,0.0122,59.38,14.79,0.21,3.59,0.0,1.25,0.0,0.65,0.0,0.0,0.0,25.87,0.0,1.04,11.7,10.78,1.07,7.86,54.61,121.51,0.0,0.0,0.0,0.98,2.37,5.7,0.82,2.93,0.22,0.25,0.0,3.35,0.71,0.05,0.04,0.0,67.52,7.41,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,886.19,4.0,0.0,0.0,4.853,0.36,100.0,0.0,0.32,8.24,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35,0.0,0.0,,94.31,7.64,100.0,0.0,13.34,21.5,44.35,0.0556,544.0,566.48,415.59,0.0,43.8,1.3,0.0,0.0,0.0,0.0,0.16,13.03,1066.0,496.0,1748567
4147566,48.23,581.61,228.0,-22.5,3.66,322.95,2.21,11.8,578.71,0.55,0.16,272.8,132.28,116.51,11.94,9.05,1.76,0.31,630.5,0.14,140.51,27.35,1.84,547.0,67.62,56.0,13.0,7.41,1.47,56.1,1.53,1.54,1.55,0.0,3.8104,6.06,0.0,0.0,3.14,0.0,0.0,87.4,55.59,1.96,1.43,0.0,49.49,16.33,34.21,57.39,1.46,1.46,8.07,11.11,78.81,125.0,0.0,1253.51,0.0,0.0,0.0,1.33,0.0,6.89,1.91,0.65,0.23,0.24,50.14,9.98,15.14,0.85,0.63,7.82,1.19,2.63,0.37,0.0,100.0,0.0,0.0,0.0,0.0,0.0,635.22,198.72,9.02,448.9,325.99,679.48,0.004977,118.55,0.6,1.44,114.0,89.24,10.76,0.0,0.0,0.0,2.49,0.0,0.0,2.19,0.02,0.0,0.0,8.89,0.5,1.0,19.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.17,0.4,0.01,9.0,4539.6,2613.0,0.0,34.09,0.0,446.74,-21.7,0.99,4.0,589.48,305.73,2.0,18.8,542.12,274.0,133.82,115.35,11.13,9.0,26.0,1.84,13.66,1.62,44.75,4.38,4.01,0.5,204.04,0.25,45.59,67.0,7.7,4.38,2.7468,42.03,14.86,5.03,1.68,0.0,30.18,0.0,15.65,0.0,0.0,0.0,43.13,0.0,0.0,28.63,28.25,0.0,0.0,73.35,119.0,0.0,0.0,0.0,1.6,1.44,0.3,2.47,0.0,0.0,2.51,0.0,4.04,3.78,2.17,1.17,11.03,37.45,4.58,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.13,2.0,0.0,0.0,1.902,0.71,100.0,0.0,2.57,6.21,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.0,0.0,,47.46,27.46,100.0,0.0,2.69,8.01,47.0,0.0,583.0,367.25,325.99,0.0,19.92,3.04,0.0,0.0,0.0,0.0,0.16,28.06,1182.98,637.0,4147566
4652046,54.3,706.96,402.07,-17.66,4.21,283.13,2.65,12.3,480.49,4.84,0.09,288.94,114.52,116.73,10.9,7.82,36.93,2.85,3926.57,0.08,920.63,17.63,1.78,634.0,66.11,195.35,16.72,10.99,5.34,45.59,3.82,4.95,3.93,0.0,0.1472,4.45,0.0,0.0,72.81,0.0,0.16,11.78,226.28,0.0,10.8,0.0,52.34,21.61,26.05,269.41,0.9,1.63,1.89,2.87,75.44,110.8,0.0,1210.75,0.08,0.21,0.12,0.48,0.0,17.49,5.16,2.09,0.62,0.19,29.89,0.35,0.52,5.68,0.29,20.73,13.09,3.27,0.14,0.0,85.9,0.0,0.0,0.0,0.0,14.1,537.39,746.28,7.65,149.11,-16.11,321.25,0.006805,543.7,0.73,1.04,701.0,96.39,3.44,0.0,0.18,0.0,3.54,0.0,0.0,0.85,0.01,0.21,0.0,57.4,0.8,6.0,51.08,0.0,0.0,0.0,0.0,13.06,0.0,86.94,0.0,2.41,5.3,0.22,22.0,39570.0,10838.57,4.0,102.86,0.0,280.7,-9.33,0.55,4.0,738.69,293.81,2.0,16.49,449.21,294.81,107.6,112.75,10.0,7.0,15.0,1.78,17.41,6.31,38.56,16.75,7.32,0.3,1647.12,0.0,356.77,67.0,11.71,16.75,0.0449,53.18,19.83,11.21,0.0,0.0,5.82,0.0,73.44,0.0,0.0,0.0,26.99,0.1,0.1,306.53,238.81,0.19,1.36,79.75,97.0,0.0,0.0,0.0,2.72,0.0,5.32,2.48,3.9,0.0,0.0,0.0,34.63,5.79,4.96,0.47,0.0,33.81,4.37,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.79,4.0,0.0,0.0,0.48,0.63,0.0,0.0,0.0,5.64,0.0,0.0,0.0,0.0,2.25,7.71,0.0,0.0,0.0,14.32,0.0,85.68,0.67,1.48,0.07,0.0,,9.53,1.54,0.0,100.0,0.76,7.08,55.95,0.0,672.0,64.62,46.52,0.0,62.78,0.88,0.0,0.0,0.0,0.0,0.06,261.12,1219.68,538.0,4652046
4784831,50.46,685.01,328.73,-14.0,3.12,295.22,2.94,12.17,488.09,5.49,0.5,287.26,120.28,116.09,10.94,7.49,33.84,2.75,3353.47,0.09,861.47,19.36,1.75,621.0,66.08,237.26,16.4,10.3,4.77,44.63,4.26,6.5,4.45,0.0,0.1634,3.52,0.0,0.0,44.52,0.0,9.63,35.47,257.34,0.01,6.85,0.0,51.41,21.95,26.64,285.28,5.79,5.81,6.75,12.19,74.67,108.18,1.87,1206.23,0.2,0.17,0.24,1.03,0.0,14.25,6.81,2.98,1.21,0.54,36.12,1.01,1.35,3.75,0.42,16.85,12.24,1.35,0.08,0.0,16.28,35.53,0.0,0.0,43.42,4.77,552.7,4888.85,9.04,169.43,-66.97,635.8,0.007596,3109.68,0.64,1.27,4624.0,90.83,8.43,0.67,0.07,0.0,3.84,0.0,0.0,0.7,0.03,0.01,0.0,52.28,0.84,41.0,30.31,0.0,0.0,0.0,32.8,3.96,45.81,17.43,0.0,2.23,5.27,0.22,108.0,373485.0,121873.45,29.0,117.39,0.0,674.56,-2.7,0.0,5.0,775.38,233.24,3.44,12.96,370.61,305.76,100.24,114.83,10.0,7.0,12.0,1.75,17.9,7.9,2.64,8.94,37.83,0.0,783.08,0.0,118.84,67.0,12.48,9.9,0.0011,47.95,18.77,61.15,5.19,0.0,6.0,0.0,11.74,0.0,2.59,0.0,33.3,0.0,0.0,3610.43,3054.33,0.0,0.0,74.29,102.16,675.34,0.0,0.0,0.57,0.1,0.0,0.0,0.51,0.16,7.12,0.0,23.84,13.91,27.29,14.45,0.0,12.04,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.49,3.0,0.0,0.0,4.767,0.36,0.0,0.0,0.16,0.0,0.0,0.0,0.0,2.87,0.0,13.71,0.0,0.0,35.63,4.63,43.91,15.84,0.0,0.0,0.0,5583.0,,13.32,0.0,0.0,100.0,13.14,4.14,43.44,0.0,581.0,29.54,0.0,0.0,567.6,0.0,1.0,0.0,2.0,6133.0,70.72,2975.87,1193.46,552.14,4784831
9481992,57.37,762.69,1539.04,-3.15,2.36,289.17,5.03,13.69,391.71,16.47,6.91,295.37,106.5,109.13,10.82,7.0,89.5,7.85,6367.86,0.73,1403.18,13.73,1.76,680.0,66.69,34.62,18.03,12.32,7.27,48.49,0.92,1.61,0.92,5.2353,0.0011,3.53,0.0,0.0,41.85,0.01,9.03,31.82,40.32,8.99,4.75,0.02,38.01,16.16,45.76,41.08,0.0,0.0,0.0,0.0,73.74,108.65,93.03,1155.19,24.98,14.23,14.63,0.78,0.0,7.9,1.51,0.53,0.27,0.0,7.19,0.03,0.16,0.59,0.16,20.36,49.13,10.9,0.49,0.0,0.0,0.0,100.0,0.0,0.0,0.0,495.0,37.66,2.02,33.57,9.33,50.17,0.001566,25.55,0.68,1.0,36.0,82.58,17.42,0.0,0.0,0.0,1.58,0.0,0.0,1.54,0.09,0.0,0.0,78.3,0.0,0.0,9.88,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,8.61,15.04,1.13,5.0,446.0,233.0,0.0,17.06,0.0,703.72,-2.52,12.97,1.0,766.37,274.66,4.55,11.76,384.09,294.0,108.0,110.0,11.0,7.0,13.0,1.76,18.04,7.49,16.57,18.26,4.6,6.05,4338.0,0.57,952.25,66.0,12.4,18.26,0.0011,42.26,16.3,8.58,11.14,0.0,4.58,0.0,31.42,0.0,12.72,0.0,40.82,0.0,0.0,218.84,194.59,0.0,0.0,73.0,111.0,101.67,11.28,11.28,0.34,0.0,12.85,55.87,1.34,1.01,3.46,0.0,12.51,6.48,2.79,0.11,0.0,3.24,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,42.05,2.0,0.0,0.0,0.453,0.56,0.0,0.0,5.59,22.74,0.0,0.0,0.0,0.0,0.0,3.03,0.0,100.0,0.0,0.0,0.0,0.0,6.19,10.82,0.81,0.0,,31.56,0.0,0.0,100.0,0.81,1.39,54.53,3.4806,636.0,18.43,9.33,0.0,9.88,70.37,0.0,0.0,0.0,0.0,2.45,225.0,1152.52,495.0,9481992
4779167,52.45,631.92,35.5,-23.61,1.43,348.38,3.02,11.43,593.55,4.49,0.16,280.45,129.04,123.36,11.45,8.05,13.56,1.31,1424.2,0.04,413.99,22.78,1.81,593.0,66.43,99.82,14.89,8.92,3.26,56.61,4.14,3.16,4.23,0.0,0.0886,10.17,0.0,0.0,32.94,0.0,15.87,38.74,99.92,0.0,2.28,0.0,47.6,19.63,32.77,99.99,0.0,0.0,0.09,4.78,79.84,113.79,0.0,1287.28,0.3,0.18,0.12,1.78,0.0,7.27,3.49,1.5,0.59,1.88,64.26,3.14,3.83,0.0,0.0,9.0,3.24,0.02,0.01,0.0,0.0,0.0,0.0,0.0,100.0,0.0,554.18,928.05,14.05,309.11,95.76,635.8,0.011729,550.76,0.59,1.08,646.0,92.51,7.45,0.0,0.03,0.0,2.41,0.0,0.0,1.01,0.0,0.01,0.0,22.64,0.43,4.0,10.37,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.37,3.17,0.13,37.0,60054.6,31330.8,15.0,46.71,0.0,244.18,-5.14,1.43,2.0,660.51,321.54,3.06,10.82,466.04,281.58,128.69,123.86,12.0,8.0,20.88,1.81,16.44,4.47,37.61,0.54,1.95,3.17,5717.88,0.05,1500.59,64.45,9.68,0.54,0.1014,52.73,19.46,4.0,0.0,0.0,0.0,0.0,13.0,0.0,31.0,0.0,27.81,0.0,0.0,60.01,65.15,0.78,7.18,75.0,110.88,0.0,0.0,0.0,0.0,0.0,36.43,18.73,1.63,0.0,4.32,0.0,9.65,2.5,0.63,0.16,0.0,25.51,0.1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,180.1,1.0,0.0,0.0,2.834,0.55,0.0,0.0,0.45,76.52,0.0,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,0.0,100.0,0.0,3.98,9.47,0.28,0.0,,52.0,0.35,0.0,100.0,5.15,7.18,52.94,0.0,660.0,125.2,95.76,0.0,13.86,54.2,0.0,0.0,0.0,0.0,0.0,79.18,1173.97,552.0,4779167
4489170,36.42,729.13,471.26,-8.17,5.0,198.88,3.95,13.06,446.31,1.52,0.09,293.6,111.8,123.78,10.0,7.0,1.57,0.41,1765.02,0.03,280.95,13.9,1.75,599.0,66.77,1011.89,17.29,11.47,6.46,46.84,14.25,20.66,14.59,0.0,0.0,2.48,0.0,0.0,50.06,0.0,5.27,30.05,1008.34,0.0,12.15,0.0,51.37,19.82,28.81,1020.6,1.78,1.78,1.78,5.44,74.6,104.83,0.0,1233.35,0.0,0.0,0.0,0.01,0.0,37.11,24.98,9.8,3.67,0.04,16.55,0.32,0.99,0.72,0.05,1.96,1.11,2.65,0.04,0.0,51.63,48.37,0.0,0.0,0.0,0.0,558.73,98.92,4.28,79.36,24.89,131.92,0.004088,56.26,0.57,1.05,148.0,98.08,1.92,0.0,0.0,0.0,7.81,0.0,0.0,0.22,0.0,0.09,0.0,3.3,0.0,0.0,42.76,0.0,0.0,0.0,63.41,0.0,0.0,36.59,0.0,0.17,0.38,0.04,5.0,142.0,32.0,0.0,429.46,0.0,521.0,-15.37,0.0,5.0,744.0,211.92,3.0,17.14,435.0,295.03,110.32,125.32,10.0,7.0,13.0,1.75,17.67,7.11,62.73,1.75,4.02,0.03,1403.59,0.0,213.01,67.0,11.7,1.75,0.0011,53.19,19.76,11.0,0.0,0.0,6.0,0.0,74.0,0.0,0.0,0.0,27.05,0.0,0.0,159.63,278.4,0.0,0.0,75.33,105.0,0.0,0.0,0.0,0.92,0.0,21.7,8.89,4.58,0.0,0.0,0.0,21.31,8.1,0.13,0.0,0.0,34.38,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.27,1.0,0.0,0.0,0.955,1.38,100.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,3.49,0.0,0.0,51.4,0.0,0.0,48.6,0.42,0.94,0.09,0.0,,9.0,0.0,0.0,0.0,0.69,7.37,38.98,0.0,676.0,40.41,24.89,0.0,139.39,0.07,0.0,0.0,0.0,0.0,0.16,128.52,1231.56,559.0,4489170
