,2614136,1748727,4147432,2742586,2739772,4150530,4188143,4185705,2588031,2586785,2591099,2590255,4782243,4783213,4780955,2614238,4150156,4187341,4186403,2590117,2617364,4151628,2590277,2590137,4784841
0,1023.8595,1041.939,1161.2466,897.6142,965.2198,891.46814,872.11444,923.41376,1055.8365,1075.0425,988.133,1023.0213,872.8642,956.4702,940.8286,1023.6645,979.213,871.8782,922.84906,983.2551,1071.1934,1011.812,977.34454,975.25806,921.72345
1,1122.71,1224.3916,1390.8209,1093.3844,1050.9414,1071.4503,1226.6783,1206.4728,1349.8401,1185.8215,1122.6288,1000.58496,1060.2725,1026.8221,1016.7083,1121.9761,1089.7378,1226.4392,1206.0211,1012.36395,1172.1995,1116.7644,1129.2131,1029.6836,1069.3396
2,1004.7236,1052.5344,1275.8794,966.4609,1019.2891,970.0986,1226.9567,1092.8527,1264.6133,1272.7498,1199.2474,1097.59,1175.3025,1121.7084,1187.6001,1004.258,1045.599,1226.8903,1092.5599,1113.5836,1058.83,1036.3187,1103.0975,1140.0219,1173.9146
3,1343.2456,1403.8689,1705.9445,1443.8691,1360.1373,1458.5061,1642.8951,1588.7726,1743.0577,1754.2534,1593.8644,1637.18,1544.4023,1529.0021,1512.0482,1342.5542,1482.2986,1642.5563,1588.4838,1622.7687,1386.2954,1422.2279,1511.195,1618.1766,1533.6055
4,1270.7931,1352.4159,1448.7966,1311.4802,1349.5404,1291.1694,1346.7738,1334.8767,1527.6211,1491.4867,1489.8739,1292.5259,1396.7787,1372.2983,1509.3925,1270.008,1280.1395,1346.3092,1334.2351,1253.8324,1321.6305,1310.6396,1347.5486,1262.0226,1385.6138
5,1072.8242,1143.2302,1324.4547,1222.8563,1184.0901,1227.515,1193.7499,1297.1902,1326.4122,1284.299,1228.472,1053.46,1087.6981,1027.9375,1138.3087,1072.3175,1236.9138,1193.4893,1296.9077,1038.6213,1147.8452,1186.9487,1190.806,1054.3324,1082.5208
6,1310.8558,1390.1018,1556.1064,1367.1798,1398.3652,1370.9523,1378.0753,1422.0383,1517.6134,1489.8536,1255.5404,1161.366,1294.5873,1179.161,1349.491,1310.7317,1387.0305,1377.8911,1421.3773,1163.1417,1388.0853,1378.5293,1360.8175,1190.4106,1233.1746
7,1280.9945,1351.1183,1509.4915,1229.995,1262.469,1218.7606,1300.3314,1325.1445,1342.0778,1367.2294,1249.0632,1345.7064,1089.1624,1082.3171,1124.5977,1280.8345,1250.3805,1300.013,1324.7935,1344.452,1325.8596,1278.8848,1261.45,1330.5382,1107.3535
8,1053.7083,1146.4421,1302.5795,1043.501,1046.3494,1042.2244,1160.2058,1178.2106,1284.8711,1143.118,1186.1066,1083.9182,1175.5144,1152.2908,1149.393,1053.4429,1068.9559,1160.0951,1177.9957,1070.1366,1120.3856,1084.5854,1110.2993,1075.7295,1168.1246
9,1288.1959,1291.5365,1487.9789,1267.8313,1327.2509,1304.2195,1248.5983,1289.4895,1514.0066,1475.0741,1394.3234,1533.6763,1310.8981,1323.9286,1359.7563,1287.976,1283.012,1248.1962,1289.1006,1479.3944,1321.6722,1306.8773,1320.9459,1451.1343,1348.9893
10,1525.3811,1502.8042,1682.9281,1360.5946,1423.2933,1329.9087,1532.851,1568.788,1530.9166,1629.5801,1457.5665,1310.2136,1343.8047,1294.4934,1349.6451,1524.4922,1377.2904,1532.412,1568.594,1288.8561,1515.9364,1444.6963,1450.1686,1287.4357,1321.9763
11,1171.1765,1103.8743,1073.0077,942.7978,953.1728,943.8687,981.9708,1048.1017,1123.2178,1088.661,1089.5088,1189.3359,1007.90155,927.6023,1059.6327,1170.1635,975.7773,981.75476,1047.8375,1148.9469,1104.9359,1026.0131,1026.7533,1125.9005,1048.8724
12,1185.9464,1203.8309,1368.3384,1142.6361,1186.8488,1143.2124,1227.9749,1228.3561,1261.0278,1312.5146,1231.7628,1073.8541,1217.1097,1124.342,1201.0441,1185.5037,1189.0828,1227.7568,1228.077,1054.2246,1205.8329,1182.0063,1197.9995,1057.3708,1151.8744
13,1306.318,1228.752,1376.1344,1167.1152,1240.8458,1181.1075,1443.3922,1321.485,1399.2899,1264.4766,1467.356,1284.4409,1496.5818,1461.7568,1516.7927,1305.9073,1269.6256,1443.4528,1321.5059,1285.4973,1298.0209,1260.8838,1309.8754,1305.2894,1430.3151
14,1336.0082,1295.3358,1449.1992,1414.8156,1332.5199,1471.8435,1464.0762,1528.4152,1511.8579,1354.0482,1436.6012,1333.6935,1427.6382,1323.9427,1428.3806,1335.8381,1401.1536,1463.5386,1527.935,1308.8007,1344.4596,1366.0518,1409.1332,1311.3154,1380.3519
15,1136.4937,1160.2,1343.1351,1006.7149,1035.3713,1007.6463,1076.2981,1099.1407,1248.3667,1225.8209,1215.5435,1078.2477,1129.3188,1001.65674,1177.4467,1136.2325,1164.6732,1076.1263,1098.7013,1062.3693,1173.5399,1119.5365,1124.2842,1086.0988,1105.3428
16,1679.997,1801.4935,2095.966,1686.1643,1563.2576,1714.4102,1841.3827,1874.3456,1825.7378,1835.8241,1701.0463,1595.6836,1763.2104,1610.9254,1703.369,1678.9701,1755.369,1840.942,1874.0214,1594.6108,1757.0553,1722.0182,1756.3723,1651.0648,1720.9033
17,1089.1641,1160.9866,1317.8925,1012.84717,996.2686,1059.7133,1118.8035,1112.3038,1278.6956,1172.3188,1126.4933,1175.2931,1106.2516,912.79956,1099.5969,1088.3138,1136.6444,1118.6968,1112.0366,1141.7355,1120.973,1091.8735,1109.991,1144.0616,1014.9268
