,USGS-01336000,USGS-01338000,USGS-01339060,USGS-01342602,USGS-01342682,USGS-01342730,USGS-01417500,USGS-01422747,USGS-01422779,USGS-01423000,USGS-0142400103,USGS-01425000,USGS-01425805,USGS-01426500,USGS-01500000,USGS-01500500,USGS-01502500,USGS-01502632,USGS-01502731,USGS-01503000,USGS-01505000,USGS-01505810,USGS-01507000,USGS-01510000,USGS-01512500,USGS-04242500,USGS-04242640,USGS-04243500,USGS-04243783,USGS-04244000,USGS-04249200,USGS-04252500,USGS-04256000,USGS-04258000,USGS-04260500
2019-01-01 05:00:00+00:00,42.19210142208001,26.419617870336005,12.317828267520001,104.48916392448001,4.530695454720001,4.162576449024001,47.00596534272001,2.8600015057920003,2.5768330398720005,38.79407983104001,2.2087140341760003,42.19210142208001,,67.11092642304001,11.100203864064001,96.27727841280002,62.29706250240001,161.97236250624002,179.52880739328003,200.20010540544004,29.449520455680005,64.27924176384,77.02182273024002,33.980215910400005,225.40209887232004,54.36834545664001,85.51687670784001,14.469908608512002,4.162576449024001,8.126934971904001,26.702786336256004,49.271313070080005,12.346145114112002,31.998036648960007,258.81597785088
2019-01-02 05:00:00+00:00,41.0594275584,15.092879233536003,5.068715539968001,109.30302784512001,2.2483576194048003,2.5201993466880004,48.42180767232001,1.9708525228032001,1.8122781818880003,31.431699717120004,1.5460998239232002,42.19210142208001,,58.61587244544001,8.948123523072,103.07332159488001,56.63369318400001,171.03375341568002,205.01396932608003,229.08328892928003,23.191497358848004,48.42180767232001,65.1287471616,18.915653523456005,204.16446392832003,39.926753694720006,75.60598040064001,8.466737131008001,2.7608925427200006,6.512874716160001,17.301593267712004,50.68715539968001,12.799214659584003,31.431699717120004,257.40013552128005
2019-01-03 05:00:00+00:00,40.776259092480004,11.666540795904002,4.304160681984,87.7822244352,1.8774069290496003,2.2455259347456002,46.156459944960005,1.9057237756416001,1.7782979659776001,28.883183523840003,1.4894661307392003,42.19210142208001,,56.91686164992001,6.371290483200001,86.36638210560001,44.17428068352001,136.77036903936002,166.78622642688003,201.33277926912004,20.727931705344,40.493090626560004,51.819829263360006,15.602582472192003,152.9109715968,25.117042927104002,54.934682388480006,7.532281193472001,2.5541795625984003,5.946537784320001,11.609907102720001,40.493090626560004,12.600996733440002,31.431699717120004,246.63973381632005
2019-01-04 05:00:00+00:00,40.776259092480004,10.165747926528002,3.7944574433280005,75.32281193472001,1.7131692188160001,2.0104961080320005,41.90893295616001,1.7414860654080002,1.6282186790400002,26.957637955584005,1.359208636416,42.19210142208001,,54.36834545664001,6.456241022976001,80.70301278720001,39.926753694720006,125.72679886848002,149.51295000576002,172.44959574528002,18.632485057536,36.24556363776001,45.873291479040006,13.110699972096002,127.70897812992001,17.69802912,43.607943751680004,6.796043182080001,2.3927735370240004,5.691686164992001,9.146341449216001,34.82972130816,10.845352244736002,29.166351989760006,231.91497358848002
2019-01-05 05:00:00+00:00,40.776259092480004,9.571094148096002,3.5396058240000006,69.09310568448001,1.6452087869952003,1.8830702983680003,37.378237501440005,1.9793475767808004,1.8604168210944003,29.166351989760006,1.6537038409728002,42.19210142208001,,58.61587244544001,7.730499119616002,84.10103437824002,41.90893295616001,131.67333665280003,150.64562386944002,183.77633438208002,20.303179006464003,37.94457443328,46.722796876800004,16.310503636992003,133.65551591424003,14.130106449408002,36.811900569600006,6.342973636608001,2.2851695199744,5.493468238848001,7.390696960512001,28.600015057920004,8.891489829888002,27.014271648768005,210.11100171264002
2019-01-06 05:00:00+00:00,40.776259092480004,9.882579460608001,3.7944574433280005,67.11092642304001,1.6452087869952003,1.7981197585920004,35.67922670592001,1.8151098665472,1.6763573182464004,31.431699717120004,1.4639809688064003,42.19210142208001,,56.63369318400001,8.863172983296002,97.40995227648001,46.156459944960005,150.92879233536001,175.84761733632,202.18228466688004,20.501396932608003,41.90893295616001,55.217850854400005,15.602582472192003,148.94661307392002,12.827531506176001,33.980215910400005,6.569508409344001,2.2964962586112003,5.550101932032001,6.286339943424001,24.295854375936003,7.702182273024001,25.655063012352002,184.62583977984002
2019-01-07 05:00:00+00:00,40.776259092480004,7.617231733248001,2.8600015057920003,62.29706250240001,1.6480404716544004,1.4951295000576001,28.600015057920004,1.4668126534656,1.3507135824384002,23.531299517952004,1.1666540795904004,42.19210142208001,,53.23567159296001,8.721588750336002,83.81786591232002,36.52873210368001,128.55848352768,158.57434091520003,190.85554603008003,16.367137330176003,32.84754204672001,48.42180767232001,11.468322869760001,125.72679886848002,8.381786591232002,26.391301023744003,4.870497613824001,1.9821792614400002,4.785547074048001,4.219210142208,18.320999745024004,6.654458949120001,23.333081591808003,152.9109715968
2019-01-08 05:00:00+00:00,40.493090626560004,7.843766505984001,3.1148531251200007,50.97032386560001,1.7754662813184003,1.5376047699456001,26.334667330560006,1.4384958068736002,1.3308917898240002,22.257041421312003,1.1779808182272002,42.19210142208001,,52.66933466112001,8.495053977600001,74.19013807104001,31.148531251200005,111.28520710656002,131.10699972096003,159.14067784704002,16.083968864256004,29.732688921600005,43.324775285760005,11.071887017472001,104.20599545856001,10.363965852672,28.600015057920004,5.380200852480001,2.1464169716736,5.210299772928001,5.606735625216001,17.046741648384003,6.314656790016001,23.219814205440002,114.68322869760001
2019-01-09 05:00:00+00:00,40.493090626560004,24.380804915712005,12.572679886848002,71.64162187776002,2.8883183523840006,2.8600015057920003,28.883183523840003,2.1039417017856,2.0104961080320005,31.148531251200005,1.8972287216640003,42.19210142208001,,61.44755710464001,8.495053977600001,84.66737131008001,42.47526988800001,136.20403210752002,165.37038409728004,192.27138835968003,22.710110966784004,42.758438353920006,49.83765000192001,17.046741648384003,167.06939489280003,20.784565398528002,48.13863920640001,21.067733864448,6.739409488896001,10.788718551552002,10.845352244736002,16.650305796096003,6.399607329792001,25.258627160064005,134.78818977792002
2019-01-10 05:00:00+00:00,40.493090626560004,13.960205369856002,5.125349233152001,73.62380113920001,1.8689118750720002,1.9736842074624004,26.759420029440005,1.6423771023360003,1.5036245540352002,27.070905341952002,1.3761987443712003,42.19210142208001,,55.78418778624001,7.588914886656001,85.80004517376001,42.47526988800001,137.33670597120002,169.61791108608003,200.76644233728004,20.303179006464003,40.776259092480004,45.02378608128001,13.195650511872001,175.5644488704,17.103375341568004,49.83765000192001,10.703768011776,4.020992216064001,6.654458949120001,9.514460454912001,15.800800398336003,6.654458949120001,24.777240768000002,135.35452670976002
