,nhm_id,comid,site_no,long,lat,begin_date,end_date,geometry,years_of_data,reachcode,comid-long,comid-lat
160,1665.0,4153154,01440485,-75.32210958,41.09388988,2001-04-18,2024-12-01,POINT (-75.32210958 41.09388988),23.62217659137577,2040104000718.0,-75.3218904652875,41.09392039112681
161,1666.0,4153166,01440400,-75.2146251,41.0848148,1957-10-01,2024-12-01,POINT (-75.2146251 41.0848148),67.16769336071184,2040104000377.0,-75.21482278390475,41.08448736237708
162,1667.0,4153168,01439500,-75.03767469,41.08815078,1908-10-01,2024-12-01,POINT (-75.03767469 41.08815078),116.16700889801506,2040104000344.0,-75.03732613351471,41.08848472517633
163,1668.0,4153236,,,,,,,,,,
164,1669.0,4153238,,,,,,,,,,
165,1670.0,4153318,,,,,,,,,,
166,1671.0,4153716,,,,,,,,,,
167,1672.0,4154310,,,,,,,,,,
168,1673.0,4154334,,,,,,,,,,
169,1674.0,4154366,,,,,,,,,,
170,,4154458,01441495,-75.2551636,40.99083514,2002-06-21,2024-11-03,POINT (-75.2551636 40.99083514),22.3709787816564,2040104000561.0,-75.25444323268763,40.99113901064362
171,1675.0,4154460,01441000,-75.2010138,40.9792609,1911-10-01,1938-09-29,POINT (-75.2010138 40.9792609),26.99520876112252,2040104000388.0,-75.20048299575106,40.97946054335536
172,1676.0,4154488,01442500,-75.1426788,40.998706,1950-10-01,2024-12-01,POINT (-75.1426788 40.998706),74.16837782340862,2040104000369.0,-75.14253167354461,40.99838580430384
173,1677.0,4154492,,,,,,,,,,
174,1678.0,4154496,,,,,,,,,,
175,1679.0,4154498,,,,,,,,,,
176,1680.0,4154500,,,,,,,,,,
177,1681.0,4158246,,,,,,,,,,
178,1682.0,4158256,,,,,,,,,,
179,1683.0,4185679,01447500,-75.62545259,41.1302794,1943-10-01,2024-12-01,POINT (-75.62545259 41.1302794),81.1690622861054,2040106000091.0,-75.62682624443774,41.1299884525017
180,1684.0,4185779,01447720,-75.6054522,41.08472426,1961-10-01,2024-12-01,POINT (-75.6054522 41.08472426),63.16769336071184,2040106000053.0,-75.6053281751743,41.08509504355838
181,1685.0,4185789,,,,,,,,,,
182,1686.0,4185805,,,,,,,,,,
183,1687.0,4185837,01447680,-75.52138889,41.06527778,1965-04-01,2024-12-01,POINT (-75.52138889 41.06527778),59.66872005475702,2040106000063.0,-75.52114678385448,41.06564696185491
184,1688.0,4186169,,,,,,,,,,
185,1689.0,4186205,01448500,-75.5432431,41.0356434,1948-10-01,1996-09-30,POINT (-75.5432431 41.0356434),47.99726214921287,2040106000740.0,-75.5457496167202,41.03454886712903
186,1690.0,4186247,,,,,,,,,,
187,1691.0,4186351,,,,,,,,,,
188,1692.0,4186353,,,,,,,,,,
189,1693.0,4186383,,,,,,,,,,
190,1694.0,4186385,,,,,,,,,,
191,1695.0,4186403,01447800,-75.73212288,41.10472447,1957-10-01,2024-12-01,POINT (-75.73212288 41.10472447),67.16769336071184,2040106000047.0,-75.73200531539867,41.1042082461844
192,,4186459,01448000,-75.76130379,41.04036256,1916-10-01,1959-09-29,POINT (-75.76130379 41.04036256),42.992470910335385,2040106000042.0,-75.76131206921889,41.0401213176533
193,1696.0,4187083,01449500,-75.55852038,40.92286835,1940-10-01,1979-09-29,POINT (-75.55852038 40.92286835),38.992470910335385,2040106000246.0,-75.55878837150574,40.92231551923878
194,1697.0,4187341,01449800,-75.6457437,40.84564756,1967-08-01,2024-12-01,POINT (-75.6457437 40.84564756),57.33607118412046,2040106000016.0,-75.6459690280987,40.8451960322613
195,,4187389,01450000,-75.6810222,40.8317588,1940-10-01,1970-11-12,POINT (-75.6810222 40.8317588),30.11362080766598,2040106000014.0,-75.68082136292381,40.83138872581673
196,1698.0,4187645,,,,,,,,,,
197,1699.0,4187699,,,,,,,,,,
198,1700.0,4187713,01451800,-75.626854,40.66176219,1966-02-01,2024-12-01,POINT (-75.626854 40.66176219),58.83093771389459,2040106000119.0,-75.62670632596132,40.661953142175136
199,1701.0,4187763,01451650,-75.4740717,40.59648637,1986-10-01,2024-12-01,POINT (-75.4740717 40.59648637),38.16837782340863,2040106000321.0,-75.47406288246485,40.59666492161588
200,1702.0,4187851,,,,,,,,,,
201,1703.0,4187925,01449360,-75.5024077,40.8975919,1966-10-01,2024-12-01,POINT (-75.5024077 40.8975919),58.16837782340863,2040106000018.0,-75.5027535658028,40.8978113852797
202,1704.0,4187951,,,,,,,,,,
203,1705.0,4187957,01450500,-75.5979643,40.8062047,1939-10-01,2024-12-01,POINT (-75.5979643 40.8062047),85.1690622861054,2040106000123.0,-75.5980527321746,40.80559882031138
204,1706.0,4188007,01452000,-75.4824053,40.62315267,1944-10-01,2024-12-01,POINT (-75.4824053 40.62315267),80.16700889801506,2040106000118.0,-75.47916102630185,40.62300433079642
205,1707.0,4188011,01451500,-75.48296088,40.5823197,1945-10-01,2024-12-01,POINT (-75.48296088 40.5823197),79.16769336071184,2040106000322.0,-75.48339310769785,40.58229456251599
206,1708.0,4188017,01452500,-75.37934709,40.6412091,1948-10-01,2024-12-01,POINT (-75.37934709 40.6412091),76.16700889801506,2040106000832.0,-75.37943516107899,40.64086208788606
207,1709.0,4188035,,,,,,,,,,
208,1710.0,4188121,,,,,,,,,,
209,1711.0,4188123,,,,,,,,,,
210,1712.0,4188159,01449000,-75.70518938,40.8292587,1982-10-01,2024-12-01,POINT (-75.70518938 40.8292587),42.16837782340863,2040106000028.0,-75.70500305694624,40.8290032352616
211,1713.0,4188169,,,,,,,,,,
212,1714.0,4188171,,,,,,,,,,
213,1715.0,4188205,01451000,-75.60296388,40.7570395,1946-10-01,2024-12-01,POINT (-75.60296388 40.7570395),78.16837782340862,2040106000011.0,-75.60361938175878,40.75633349618615
214,1718.0,4188251,01454700,-75.23628808,40.6692656,1966-10-01,2024-12-01,POINT (-75.23628808 40.6692656),58.16837782340863,2040106000001.0,-75.23716667833887,40.66969475989647
215,1719.0,4188273,,,,,,,,,,
216,,4188281,01453000,-75.3787914,40.6153761,1902-10-01,2024-12-01,POINT (-75.3787914 40.6153761),122.16837782340862,2040106000003.0,-75.37856293082478,40.615210405798805
217,1722.0,4188283,,,,,,,,,,
218,1723.0,4188285,,,,,,,,,,
219,1724.0,4188343,,,,,,,,,,
220,1762.0,4480911,01465500,-74.9568342,40.1739982,1934-10-01,2024-12-01,POINT (-74.9568342 40.1739982),90.16837782340862,2040201000087.0,-74.95754459652647,40.17406956106962
221,1763.0,4481059,,,,,,,,,,
222,1764.0,4481599,,,,,,,,,,
223,1765.0,4481607,01464500,-74.6,40.1372222,1940-08-10,2024-12-01,POINT (-74.6 40.1372222),84.30937713894593,2040201000032.0,-74.6003455405763,40.1370985941922
224,1766.0,4481801,,,,,,,,,,
225,1767.0,4481919,,,,,,,,,,
226,1768.0,4482695,01464645,-75.2065626,40.31232805,1985-11-16,2024-12-01,POINT (-75.2065626 40.31232805),39.04175222450377,2040201000131.0,-75.20687543453037,40.31265173369687
227,1769.0,4482733,01464720,-75.20378458,40.28816188,1990-12-19,2024-12-01,POINT (-75.20378458 40.28816188),33.95208761122519,2040201000129.0,-75.20479495510733,40.28761408327291
228,1770.0,4482735,,,,,,,,,,
229,,4482843,01465000,-75.0326692,40.2551078,1884-07-01,1934-09-29,POINT (-75.0326692 40.2551078),50.24229979466119,2040201000106.0,-75.03199546860166,40.255555391394005
230,1771.0,4482885,01464907,-75.119616,40.22927456,1998-11-25,2024-12-01,POINT (-75.119616 40.22927456),26.01779603011636,2040201000417.0,-75.11870629530122,40.22872964549823
231,1772.0,4482999,01464750,-75.0348915,40.26038549,1986-12-05,2024-12-01,POINT (-75.0348915 40.26038549),37.99041752224504,2040201000107.0,-75.03464640529675,40.260119373190506
232,1773.0,4483005,,,,,,,,,,
233,1774.0,4483009,,,,,,,,,,
234,,4483015,01464984,-75.0537809,40.2406635,1985-11-09,2024-12-01,POINT (-75.0537809 40.2406635),39.06091718001369,2040201000411.0,-75.05387138541747,40.240860152941856
235,1775.0,4485573,,,,,,,,,,
236,1776.0,4485575,,,,,,,,,,
237,1777.0,4488242,01465798,-74.9851603,40.0569557,1965-07-01,2024-12-01,POINT (-74.9851603 40.0569557),59.419575633128,2040202001411.0,-74.98402401515264,40.05725313310082
238,1778.0,4488280,,,,,,,,,,
239,1781.0,4488284,,,,,,,,,,
240,1782.0,4489072,01475300,-75.4218614,40.0226093,1972-04-28,1997-09-30,POINT (-75.4218614 40.0226093),25.423682409308693,2040202000170.0,-75.42078945091428,40.02278071068489
241,,4489096,01467087,-75.0968411,40.0159454,1982-07-01,2024-12-01,POINT (-75.0968411 40.0159454),42.42026009582478,2040202001907.0,-75.09661987267677,40.01594158104023
242,,4489158,01467036,-75.11211669,40.1809422,1978-10-01,2015-10-06,POINT (-75.11211669 40.1809422),37.01300479123888,2040202001403.0,-75.11218169167294,40.18071422820956
243,1783.0,4489170,01467042,-75.0690517,40.0897334,1964-08-13,2024-12-01,POINT (-75.0690517 40.0897334),60.30116358658453,2040202001385.0,-75.06788801958137,40.08956058056435
244,,4489178,01467048,-75.0326619,40.0500115,1965-06-01,2024-12-01,POINT (-75.0326619 40.0500115),59.50171115674196,2040202001383.0,-75.0320708071168,40.04975374942875
245,1784.0,4489180,01467086,-75.1121191,40.04261157,1965-10-01,2024-12-01,POINT (-75.1121191 40.04261157),59.16769336071184,2040202000149.0,-75.1124652520078,40.04220956756816
246,1785.0,4489192,,,,,,,,,,
