,nhm_id,comid,long,lat,begin_date,end_date,geometry,years_of_data,reachcode,comid-long,comid-lat,site_no
33,1701,4187763,-75.4740717,40.59648637,1986-10-01,2024-12-01,POINT (-75.4740717 40.59648637),38.16837782340863,2040106000321.0,-75.47406288246485,40.59666492161588,01451650
34,1703,4187925,-75.5024077,40.8975919,1966-10-01,2024-12-01,POINT (-75.5024077 40.8975919),58.16837782340863,2040106000018.0,-75.5027535658028,40.8978113852797,01449360
35,1705,4187957,-75.5979643,40.8062047,1939-10-01,2024-12-01,POINT (-75.5979643 40.8062047),85.1690622861054,2040106000123.0,-75.5980527321746,40.80559882031138,01450500
36,1706,4188007,-75.4824053,40.62315267,1944-10-01,2024-12-01,POINT (-75.4824053 40.62315267),80.16700889801506,2040106000118.0,-75.47916102630185,40.62300433079642,01452000
37,1707,4188011,-75.48296088,40.5823197,1945-10-01,2024-12-01,POINT (-75.48296088 40.5823197),79.16769336071184,2040106000322.0,-75.48339310769785,40.58229456251599,01451500
38,1708,4188017,-75.37934709,40.6412091,1948-10-01,2024-12-01,POINT (-75.37934709 40.6412091),76.16700889801506,2040106000832.0,-75.37943516107899,40.64086208788606,01452500
39,1762,4480911,-74.9568342,40.1739982,1934-10-01,2024-12-01,POINT (-74.9568342 40.1739982),90.16837782340862,2040201000087.0,-74.95754459652647,40.17406956106962,01465500
40,1765,4481607,-74.6,40.1372222,1940-08-10,2024-12-01,POINT (-74.6 40.1372222),84.30937713894593,2040201000032.0,-74.6003455405763,40.1370985941922,01464500
41,1777,4488242,-74.9851603,40.0569557,1965-07-01,2024-12-01,POINT (-74.9851603 40.0569557),59.419575633128,2040202001411.0,-74.98402401515264,40.05725313310082,01465798
42,1782,4489072,-75.4218614,40.0226093,1972-04-28,1997-09-30,POINT (-75.4218614 40.0226093),25.423682409308693,2040202000170.0,-75.42078945091428,40.02278071068489,01475300
43,1784,4489180,-75.1121191,40.04261157,1965-10-01,2024-12-01,POINT (-75.1121191 40.04261157),59.16769336071184,2040202000149.0,-75.1124652520078,40.04220956756816,01467086
44,1792,4491898,-74.6844444,39.97,1921-10-01,2024-12-02,POINT (-74.6844444 39.97),103.17043121149898,2040202000131.0,-74.68477075156811,39.97011372245873,01467000
45,1793,4491946,-74.62777778,39.9561111,1998-05-11,2024-12-01,POINT (-74.62777778 39.9561111),26.55989048596852,2040202000266.0,-74.62922401827292,39.956680756958704,01466900
46,1795,4492122,-74.7630556,39.94,1961-07-01,2024-12-02,POINT (-74.7630556 39.94),63.422313483915126,2040202000097.0,-74.76394938541605,39.9400775542327,01465850
47,1798,4494460,-75.4365864,39.97649897,1981-10-01,2024-12-01,POINT (-75.4365864 39.97649897),43.16769336071184,2040202000186.0,-75.43676630148575,39.97663670755708,01475850
48,1804,4495672,-75.0011111,39.94166667,1967-10-01,2024-12-02,POINT (-75.0011111 39.94166667),57.17180013689254,2040202001663.0,-75.00126872359397,39.94190352039503,01467081
49,1808,4495818,-75.2591667,39.74055556,1966-04-01,2024-12-01,POINT (-75.2591667 39.74055556),58.6694045174538,2040202000011.0,-75.25961676969303,39.74058403480736,01477120
50,1809,4495846,-75.4082494,39.8690009,1931-10-01,2024-12-01,POINT (-75.4082494 39.8690009),93.1690622861054,2040202000207.0,-75.40830569791868,39.86882770377886,01477000
51,1815,4495892,-75.02138889,39.90305556,1963-10-01,2024-12-02,POINT (-75.02138889 39.90305556),61.17180013689254,2040202000070.0,-75.021931425523,39.90287867685624,01467150
52,2009,4648686,-75.74159878,40.09787927,1966-08-01,2024-12-01,POINT (-75.74159878 40.09787927),58.33538672142368,2040205000702.0,-75.74148220580474,40.09806580563861,01480675
53,2010,4648694,-75.8607744,40.07287916,1960-06-01,2024-12-01,POINT (-75.8607744 40.07287916),64.50102669404518,2040205000089.0,-75.86069668212882,40.07227685883363,01480300
54,2014,4650580,-75.8013341,39.9617734,1970-01-01,2024-12-01,POINT (-75.8013341 39.9617734),54.91581108829569,2040205000082.0,-75.80083010395427,39.96174365285881,01480617
55,2019,4651090,-75.6916008,39.81677739,1988-01-01,2024-12-01,POINT (-75.6916008 39.81677739),36.91718001368925,2040205000112.0,-75.6909587016884,39.81665536592958,01479820
56,2021,4651254,-75.7708333,39.7475,1996-08-01,2024-12-01,POINT (-75.7708333 39.7475),28.33401779603012,2040205000129.0,-75.77005413210969,39.74745318035521,01478245
57,2029,4651906,-75.5186944,39.7609722,1945-12-01,2024-12-01,POINT (-75.5186944 39.7609722),79.00068446269678,2040205000836.0,-75.51889628374752,39.76084940449293,01477800
58,2033,4651938,-75.67502778,39.6992222,1931-10-01,2024-12-01,POINT (-75.67502778 39.6992222),93.1690622861054,2040205000118.0,-75.67444954126454,39.69887873407868,01479000
59,2034,4651944,-75.74875,39.6892222,1994-03-01,2024-12-01,POINT (-75.74875 39.6892222),30.75427789185489,2040205000123.0,-75.74859282285824,39.68970191005713,01478650
60,2036,4651956,-75.72788889,39.63738889,1943-04-01,2024-12-01,POINT (-75.72788889 39.63738889),81.67008898015058,2040205000155.0,-75.7278901161716,39.63699774346919,01478000
61,2037,4652046,-75.5932623,39.8698328,1911-10-01,2024-12-01,POINT (-75.5932623 39.8698328),113.1690622861054,2040205000948.0,-75.59327405662123,39.86934229203102,01481000
62,2043,4653422,-75.66938889,39.36627778,1956-10-01,2024-12-01,POINT (-75.66938889 39.36627778),68.16700889801506,2040205000006.0,-75.66923406591488,39.36655168300219,01483200
63,2046,4655440,-75.5766944,39.7695,1946-10-01,2024-12-01,POINT (-75.5766944 39.7695),78.16837782340862,2040205000021.0,-75.57684771446608,39.76935095283794,01481500
64,2279,4779053,-75.8829816,40.5142605,1973-01-19,1995-09-29,POINT (-75.8829816 40.5142605),22.691307323750856,2040203000144.0,-75.88268077352191,40.51381361679274,01470756
65,2280,4779167,-75.99826819,40.5225932,1947-08-01,2024-12-01,POINT (-75.99826819 40.5225932),77.33607118412047,2040203001380.0,-75.99788054519361,40.52219271196596,01470500
66,2289,4780723,-75.5154532,40.393898,1981-08-24,2024-12-01,POINT (-75.5154532 40.393898),43.27173169062286,2040203000088.0,-75.5150961959189,40.393665926261086,01472198
67,2290,4780787,-75.5224034,40.3739879,1981-10-01,2024-12-01,POINT (-75.5224034 40.3739879),43.16769336071184,2040203000542.0,-75.5218574155457,40.374217259605786,01472199
68,2291,4780921,-75.7421359,40.339538,1993-10-01,2024-12-01,POINT (-75.7421359 40.339538),31.16769336071184,2040203000113.0,-75.74235725312752,40.33930880787498,01471875
69,2293,4781199,-75.6799095,40.2728729,1974-08-01,2004-09-30,POINT (-75.6799095 40.2728729),30.16563997262149,2040203000106.0,-75.6802281664328,40.27300585965006,01471980
70,2294,4781261,-75.4287873,40.2587137,1991-01-18,2024-12-01,POINT (-75.4287873 40.2587137),33.869952087611225,2040203000050.0,-75.43029054725012,40.25821888048175,01472810
71,2298,4781731,-75.2198992,40.1239987,1961-09-01,2024-12-01,POINT (-75.2198992 40.1239987),63.2498288843258,2040203001362.0,-75.22031250456224,40.12397985514709,01473900
72,2299,4781877,-75.46074808,40.07927367,1982-10-01,2024-12-01,POINT (-75.46074808 40.07927367),42.16837782340863,2040203000511.0,-75.46098352127902,40.07934168409972,01473169
73,2300,4782009,-75.2343416,40.40399276,1983-10-01,2024-12-01,POINT (-75.2343416 40.40399276),41.16906228610541,2040203000064.0,-75.23470216111606,40.40371292048927,01472620
74,2303,4782107,-75.451567,40.22954725,1914-10-01,2024-12-01,POINT (-75.451567 40.22954725),110.16837782340862,2040203000046.0,-75.45173184265344,40.22968817033402,01473000
75,2305,4782153,-75.601305,40.15149064,1968-10-01,2024-12-01,POINT (-75.601305 40.15149064),56.167008898015055,2040203000255.0,-75.60126323279547,40.15209560255256,01472157
76,2307,4782187,-75.2068343,40.0152903,1965-10-01,2024-12-01,POINT (-75.2068343 40.0152903),59.16769336071184,2040203000002.0,-75.20654186267974,40.01524555527117,01474000
77,2332,4783101,-76.1716128,40.4134258,1974-11-22,2024-12-01,POINT (-76.1716128 40.4134258),50.02600958247776,2040203000241.0,-76.17139538967656,40.41326053956232,01470779
78,2334,4783303,-76.1432785,40.34009236,1982-10-01,2005-09-29,POINT (-76.1432785 40.34009236),22.99520876112252,2040203000467.0,-76.14349363170585,40.34038155873093,01470853
79,2338,4784831,-75.1885007,39.9677908,1931-10-01,2024-12-01,POINT (-75.1885007 39.9677908),93.1690622861054,2040203000001.0,-75.18763975478262,39.968457185484624,01474500
80,2686,8074660,-75.5190833,39.1637222,1958-01-01,2024-12-01,POINT (-75.5190833 39.1637222),66.91581108829568,2040207000133.0,-75.5192440817556,39.163796698548346,01483700
81,2694,8077030,-75.51275,38.90577778,1958-05-01,2024-12-01,POINT (-75.51275 38.90577778),66.58726899383984,2040207000054.0,-75.51280380536932,38.90597725044867,01484100
82,3560,9481686,-75.0675,39.65888889,1987-10-28,2016-09-30,POINT (-75.0675 39.65888889),28.92539356605065,2040206000081.0,-75.06814686031181,39.65611699406672,01411456
83,3567,9484462,-75.2555556,39.4725,1977-10-01,2024-12-01,POINT (-75.2555556 39.4725),47.16769336071184,2040206000148.0,-75.25580196601052,39.47176645775888,01412800
84,3570,9485398,-75.0769444,39.49555556,1932-10-01,2024-12-02,POINT (-75.0769444 39.49555556),92.1697467488022,2040206001807.0,-75.07589122484056,39.49503393521257,01411500
