,0.0003,0.005,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.93,0.95,0.97,0.995,0.9997
cannonsville,14.1493892,22.9998563,69.08419401,107.8189103,175.5127545,242.9816856,321.6621502,414.2044206,520.6258019,652.6637166,836.6394075,1289.111853,1588.281692,1843.226597,2262.937072,4418.696811,11157.2848
pepacton,30.93924208,44.635213,100.651479,136.1405132,194.3643008,253.7349989,319.0424553,394.5576465,479.6820513,596.7606121,765.7829199,1129.477445,1329.036812,1602.709524,2081.791562,3326.388859,5807.849729
neversink,21.74535463,32.17815629,48.29414423,56.88743994,71.12102505,85.07599222,100.6121228,119.9094242,142.1824455,176.1573488,233.9906371,361.1685794,449.9213545,530.9129792,714.7343049,1651.55977,3888.864459
wallenpaupack,1.265988083,1.748266618,8.44950541,13.39344707,21.97444254,30.63369168,39.68755639,50.6031733,63.83375453,81.37567314,111.0871671,177.6192772,224.6796681,282.8242954,366.8645445,758.1490384,2178.545539
prompton,1.265988083,1.748266618,8.44950541,13.39344707,21.97444254,30.63369168,39.68755639,50.6031733,63.83375453,81.37567314,111.0871671,177.6192772,224.6796681,282.8242954,366.8645445,758.1490384,2178.545539
shoholaMarsh,1.265988083,1.748266618,8.44950541,13.39344707,21.97444254,30.63369168,39.68755639,50.6031733,63.83375453,81.37567314,111.0871671,177.6192772,224.6796681,282.8242954,366.8645445,758.1490384,2178.545539
mongaupeCombined,8.594167617,11.62643835,30.70767402,53.99118208,96.25188818,126.1863307,158.0828788,193.3562372,233.8236615,289.7278322,366.2347253,530.3443639,657.1701699,776.6912446,1019.724624,2329.611464,5588.40392
beltzvilleCombined,2.319406386,2.960661721,6.986607798,10.7850089,18.92746076,27.48898652,37.99448574,48.81493818,63.87483932,85.69537222,118.5946593,189.1381258,231.5709731,289.2815828,370.363143,1036.9482,2476.06731
fewalter,11.05852833,16.72189164,31.55343068,46.29681159,71.49797378,97.52112898,123.1602661,153.7362659,187.2508167,240.4780531,327.1106341,512.1171603,621.7318552,741.0747106,921.8202203,2297.180423,4602.062036
merrillCreek,1.165659069,1.809287673,4.435173313,7.820035148,15.38768123,23.00042495,31.61067993,42.78178115,58.62162122,82.51261291,121.6817307,243.0067643,349.5937681,445.3965468,645.9230036,1604.893344,4490.667442
hopatcong,1.407460733,1.751238771,4.466232456,6.194388012,9.625265068,13.39375724,16.39364466,19.70098949,22.94270722,27.69502434,33.56605219,42.73761403,48.67013078,54.14120165,65.68122204,185.6124119,416.5192967
nockamixon,1.165659069,1.809287673,4.435173313,7.820035148,15.38768123,23.00042495,31.61067993,42.78178115,58.62162122,82.51261291,121.6817307,243.0067643,349.5937681,445.3965468,645.9230036,1604.893344,4490.667442
assunpink,0.362654901,0.960310397,5.965245652,8.778529426,13.35821677,17.44987524,21.53655805,25.80335352,30.60832224,36.52506161,44.67048595,59.39260396,67.09746664,78.17396752,92.52844259,192.3461304,731.8132056
ontelaunee,27.12171236,32.24828896,48.10770536,61.02278735,84.78551024,108.9619566,130.8523233,153.8681534,177.2600922,208.3652057,256.4756476,351.9312224,399.3180655,448.7038625,535.9514275,1023.145138,3788.483915
stillCreek,20.8090463,22.78711135,31.38270717,36.95110142,46.75753891,55.11391212,62.3623789,69.33361706,76.62350465,83.31717816,91.29143312,105.9947018,111.5007457,116.4456657,123.9421326,196.6078129,904.5029553
