blueMarsh,27.12171236,32.24828896,48.10770536,61.02278735,84.78551024,108.9619566,130.8523233,153.8681534,177.2600922,208.3652057,256.4756476,351.9312224,399.3180655,448.7038625,535.9514275,1023.145138,3788.483915
greenLane,33.05533831,44.22295125,65.86760986,88.05551172,129.1025171,165.4246684,204.9509034,248.9098755,303.6839431,382.7707128,489.7022421,788.1023506,946.411747,1159.488222,1530.814382,3801.057444,6349.891787
marshCreek,0.033195921,0.039740712,0.271063965,0.752236752,2.09629348,3.927519642,6.287355431,9.025568031,13.09238695,18.33587988,26.50655088,46.61403293,60.82435454,73.21820381,94.82466287,298.4048765,683.2172437
link_01425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
link_01417000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delLordville,64.46149416,103.5602504,211.1988057,293.6957323,430.6194477,553.9256301,695.6373323,845.398254,1020.947486,1257.672181,1594.687182,2304.96655,2699.867875,3064.494127,3642.613504,6802.410499,17681.89075
link_01436000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
link_01433500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delMontague,0,0,196.0170169,342.547135,597.8701534,852.3383522,1042.766571,1296.447452,1573.57269,1948.418569,2501.068309,3477.024824,4107.599968,4682.501864,5681.993789,11379.97651,27467.59575
link_01449800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
link_01447800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delTrenton,0,0,959.9543458,1225.708978,1643.208563,2022.357042,2421.459637,2803.210474,3234.86338,3770.948648,4575.972782,5909.312609,6668.11854,7572.749097,9243.206063,18151.74569,34544.21794
link_01463620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
outletAssunpink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
link_01470960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
outletSchuylkill,0,0,260.7503266,355.6471664,508.776065,669.6639402,835.3218511,1014.381965,1214.134751,1489.636345,1814.375428,2518.467206,2973.838316,3410.368558,4018.722864,7699.900954,24420.01506
outletChristina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
