,nhm_id,comid,site_no,long,lat,begin_date,end_date,geometry,years_of_data,reachcode,comid-long,comid-lat
40,1676.0,4154488,01442500,-75.1426788,40.998706,1950-10-01,2024-12-01,POINT (-75.1426788 40.998706),74.16837782340862,2040104000369.0,-75.14253167354461,40.99838580430384
41,1683.0,4185679,01447500,-75.62545259,41.1302794,1943-10-01,2024-12-01,POINT (-75.62545259 41.1302794),81.1690622861054,2040106000091.0,-75.62682624443774,41.1299884525017
42,1684.0,4185779,01447720,-75.6054522,41.08472426,1961-10-01,2024-12-01,POINT (-75.6054522 41.08472426),63.16769336071184,2040106000053.0,-75.6053281751743,41.08509504355838
43,1687.0,4185837,01447680,-75.52138889,41.06527778,1965-04-01,2024-12-01,POINT (-75.52138889 41.06527778),59.66872005475702,2040106000063.0,-75.52114678385448,41.06564696185491
44,1689.0,4186205,01448500,-75.5432431,41.0356434,1948-10-01,1996-09-30,POINT (-75.5432431 41.0356434),47.99726214921287,2040106000740.0,-75.5457496167202,41.03454886712903
45,1700.0,4187713,01451800,-75.626854,40.66176219,1966-02-01,2024-12-01,POINT (-75.626854 40.66176219),58.83093771389459,2040106000119.0,-75.62670632596132,40.661953142175136
46,1701.0,4187763,01451650,-75.4740717,40.59648637,1986-10-01,2024-12-01,POINT (-75.4740717 40.59648637),38.16837782340863,2040106000321.0,-75.47406288246485,40.59666492161588
47,1703.0,4187925,01449360,-75.5024077,40.8975919,1966-10-01,2024-12-01,POINT (-75.5024077 40.8975919),58.16837782340863,2040106000018.0,-75.5027535658028,40.8978113852797
48,1705.0,4187957,01450500,-75.5979643,40.8062047,1939-10-01,2024-12-01,POINT (-75.5979643 40.8062047),85.1690622861054,2040106000123.0,-75.5980527321746,40.80559882031138
49,1706.0,4188007,01452000,-75.4824053,40.62315267,1944-10-01,2024-12-01,POINT (-75.4824053 40.62315267),80.16700889801506,2040106000118.0,-75.47916102630185,40.62300433079642
50,1707.0,4188011,01451500,-75.48296088,40.5823197,1945-10-01,2024-12-01,POINT (-75.48296088 40.5823197),79.16769336071184,2040106000322.0,-75.48339310769785,40.58229456251599
51,1708.0,4188017,01452500,-75.37934709,40.6412091,1948-10-01,2024-12-01,POINT (-75.37934709 40.6412091),76.16700889801506,2040106000832.0,-75.37943516107899,40.64086208788606
52,,4188281,01453000,-75.3787914,40.6153761,1902-10-01,2024-12-01,POINT (-75.3787914 40.6153761),122.16837782340862,2040106000003.0,-75.37856293082478,40.615210405798805
53,1762.0,4480911,01465500,-74.9568342,40.1739982,1934-10-01,2024-12-01,POINT (-74.9568342 40.1739982),90.16837782340862,2040201000087.0,-74.95754459652647,40.17406956106962
54,1765.0,4481607,01464500,-74.6,40.1372222,1940-08-10,2024-12-01,POINT (-74.6 40.1372222),84.30937713894593,2040201000032.0,-74.6003455405763,40.1370985941922
55,1777.0,4488242,01465798,-74.9851603,40.0569557,1965-07-01,2024-12-01,POINT (-74.9851603 40.0569557),59.419575633128,2040202001411.0,-74.98402401515264,40.05725313310082
56,1782.0,4489072,01475300,-75.4218614,40.0226093,1972-04-28,1997-09-30,POINT (-75.4218614 40.0226093),25.423682409308693,2040202000170.0,-75.42078945091428,40.02278071068489
57,,4489096,01467087,-75.0968411,40.0159454,1982-07-01,2024-12-01,POINT (-75.0968411 40.0159454),42.42026009582478,2040202001907.0,-75.09661987267677,40.01594158104023
58,,4489158,01467036,-75.11211669,40.1809422,1978-10-01,2015-10-06,POINT (-75.11211669 40.1809422),37.01300479123888,2040202001403.0,-75.11218169167294,40.18071422820956
59,1783.0,4489170,01467042,-75.0690517,40.0897334,1964-08-13,2024-12-01,POINT (-75.0690517 40.0897334),60.30116358658453,2040202001385.0,-75.06788801958137,40.08956058056435
60,,4489178,01467048,-75.0326619,40.0500115,1965-06-01,2024-12-01,POINT (-75.0326619 40.0500115),59.50171115674196,2040202001383.0,-75.0320708071168,40.04975374942875
61,1784.0,4489180,01467086,-75.1121191,40.04261157,1965-10-01,2024-12-01,POINT (-75.1121191 40.04261157),59.16769336071184,2040202000149.0,-75.1124652520078,40.04220956756816
62,1792.0,4491898,01467000,-74.6844444,39.97,1921-10-01,2024-12-02,POINT (-74.6844444 39.97),103.17043121149898,2040202000131.0,-74.68477075156811,39.97011372245873
63,1793.0,4491946,01466900,-74.62777778,39.9561111,1998-05-11,2024-12-01,POINT (-74.62777778 39.9561111),26.55989048596852,2040202000266.0,-74.62922401827292,39.956680756958704
64,,4492020,01466000,-74.5080556,39.91666667,1952-10-01,1977-06-19,POINT (-74.5080556 39.91666667),24.71457905544148,2040202000274.0,-74.50825382213581,39.917023875464345
65,1795.0,4492122,01465850,-74.7630556,39.94,1961-07-01,2024-12-02,POINT (-74.7630556 39.94),63.422313483915126,2040202000097.0,-74.76394938541605,39.9400775542327
66,1798.0,4494460,01475850,-75.4365864,39.97649897,1981-10-01,2024-12-01,POINT (-75.4365864 39.97649897),43.16769336071184,2040202000186.0,-75.43676630148575,39.97663670755708
67,,4495272,01475001,-75.1144444,39.73888889,1940-04-05,2024-12-01,POINT (-75.1144444 39.73888889),84.65708418891171,2040202000048.0,-75.11463875852102,39.73889180882959
68,1803.0,4495656,01475530,-75.2798924,39.9747355,1964-10-01,2024-12-01,POINT (-75.2798924 39.9747355),60.167008898015055,2040202001355.0,-75.27950612239452,39.97454523223664
69,1804.0,4495672,01467081,-75.0011111,39.94166667,1967-10-01,2024-12-02,POINT (-75.0011111 39.94166667),57.17180013689254,2040202001663.0,-75.00126872359397,39.94190352039503
70,1805.0,4495680,01475550,-75.2474047,39.91733516,1964-01-01,1990-10-03,POINT (-75.2474047 39.91733516),26.75427789185489,2040202001354.0,-75.24738703631805,39.9170566005372
71,1806.0,4495682,01475510,-75.2724064,39.92900154,1964-02-01,1990-09-29,POINT (-75.2724064 39.92900154),26.65845311430527,2040202000159.0,-75.27247659404814,39.92921625688319
72,,4495704,01476480,-75.40323,39.9161255,1986-10-01,2024-12-01,POINT (-75.40323 39.9161255),38.16837782340863,2040202000194.0,-75.40293732178233,39.91590905216207
73,1808.0,4495818,01477120,-75.2591667,39.74055556,1966-04-01,2024-12-01,POINT (-75.2591667 39.74055556),58.6694045174538,2040202000011.0,-75.25961676969303,39.74058403480736
74,1809.0,4495846,01477000,-75.4082494,39.8690009,1931-10-01,2024-12-01,POINT (-75.4082494 39.8690009),93.1690622861054,2040202000207.0,-75.40830569791868,39.86882770377886
75,1815.0,4495892,01467150,-75.02138889,39.90305556,1963-10-01,2024-12-02,POINT (-75.02138889 39.90305556),61.17180013689254,2040202000070.0,-75.021931425523,39.90287867685624
76,,4499256,01466500,-74.50527778,39.885,1953-10-01,2024-12-02,POINT (-74.50527778 39.885),71.17043121149898,2040202001971.0,-74.5056529644129,39.88497736377091
77,2009.0,4648686,01480675,-75.74159878,40.09787927,1966-08-01,2024-12-01,POINT (-75.74159878 40.09787927),58.33538672142368,2040205000702.0,-75.74148220580474,40.09806580563861
78,2010.0,4648694,01480300,-75.8607744,40.07287916,1960-06-01,2024-12-01,POINT (-75.8607744 40.07287916),64.50102669404518,2040205000089.0,-75.86069668212882,40.07227685883363
79,2014.0,4650580,01480617,-75.8013341,39.9617734,1970-01-01,2024-12-01,POINT (-75.8013341 39.9617734),54.91581108829569,2040205000082.0,-75.80083010395427,39.96174365285881
80,2017.0,4650698,01480638,-75.6846599,39.9303864,2002-12-24,2024-09-30,POINT (-75.6846599 39.9303864),21.76865160848734,2040205000217.0,-75.68482773101329,39.93016568587357
81,2019.0,4651090,01479820,-75.6916008,39.81677739,1988-01-01,2024-12-01,POINT (-75.6916008 39.81677739),36.91718001368925,2040205000112.0,-75.6909587016884,39.81665536592958
82,2021.0,4651254,01478245,-75.7708333,39.7475,1996-08-01,2024-12-01,POINT (-75.7708333 39.7475),28.33401779603012,2040205000129.0,-75.77005413210969,39.74745318035521
83,2029.0,4651906,01477800,-75.5186944,39.7609722,1945-12-01,2024-12-01,POINT (-75.5186944 39.7609722),79.00068446269678,2040205000836.0,-75.51889628374752,39.76084940449293
84,2032.0,4651934,01478500,-75.7593801,39.71400027,1952-03-01,1980-01-16,POINT (-75.7593801 39.71400027),27.87679671457905,2040205000124.0,-75.75868983942874,39.71381832120501
85,2033.0,4651938,01479000,-75.67502778,39.6992222,1931-10-01,2024-12-01,POINT (-75.67502778 39.6992222),93.1690622861054,2040205000118.0,-75.67444954126454,39.69887873407868
86,2034.0,4651944,01478650,-75.74875,39.6892222,1994-03-01,2024-12-01,POINT (-75.74875 39.6892222),30.75427789185489,2040205000123.0,-75.74859282285824,39.68970191005713
87,2036.0,4651956,01478000,-75.72788889,39.63738889,1943-04-01,2024-12-01,POINT (-75.72788889 39.63738889),81.67008898015058,2040205000155.0,-75.7278901161716,39.63699774346919
88,2037.0,4652046,01481000,-75.5932623,39.8698328,1911-10-01,2024-12-01,POINT (-75.5932623 39.8698328),113.1690622861054,2040205000948.0,-75.59327405662123,39.86934229203102
89,,4653400,01483155,-75.7094722,39.4309722,2001-04-01,2024-12-01,POINT (-75.7094722 39.4309722),23.668720054757017,2040205000380.0,-75.70942790709182,39.43126398247964
90,2043.0,4653422,01483200,-75.66938889,39.36627778,1956-10-01,2024-12-01,POINT (-75.66938889 39.36627778),68.16700889801506,2040205000006.0,-75.66923406591488,39.36655168300219
91,,4653600,01483170,-75.6877222,39.4626111,1978-09-06,2014-06-30,POINT (-75.6877222 39.4626111),35.813826146475016,2040205000384.0,-75.68750408731816,39.462706132294265
92,2046.0,4655440,01481500,-75.5766944,39.7695,1946-10-01,2024-12-01,POINT (-75.5766944 39.7695),78.16837782340862,2040205000021.0,-75.57684771446608,39.76935095283794
93,2279.0,4779053,01470756,-75.8829816,40.5142605,1973-01-19,1995-09-29,POINT (-75.8829816 40.5142605),22.691307323750856,2040203000144.0,-75.88268077352191,40.51381361679274
94,2280.0,4779167,01470500,-75.99826819,40.5225932,1947-08-01,2024-12-01,POINT (-75.99826819 40.5225932),77.33607118412047,2040203001380.0,-75.99788054519361,40.52219271196596
95,,4779603,01468500,-76.1246622,40.6292577,1947-10-01,2024-12-01,POINT (-76.1246622 40.6292577),77.1690622861054,2040203000934.0,-76.1235398223755,40.6290542293852
96,2289.0,4780723,01472198,-75.5154532,40.393898,1981-08-24,2024-12-01,POINT (-75.5154532 40.393898),43.27173169062286,2040203000088.0,-75.5150961959189,40.393665926261086
97,2290.0,4780787,01472199,-75.5224034,40.3739879,1981-10-01,2024-12-01,POINT (-75.5224034 40.3739879),43.16769336071184,2040203000542.0,-75.5218574155457,40.374217259605786
98,2291.0,4780921,01471875,-75.7421359,40.339538,1993-10-01,2024-12-01,POINT (-75.7421359 40.339538),31.16769336071184,2040203000113.0,-75.74235725312752,40.33930880787498
99,2293.0,4781199,01471980,-75.6799095,40.2728729,1974-08-01,2004-09-30,POINT (-75.6799095 40.2728729),30.16563997262149,2040203000106.0,-75.6802281664328,40.27300585965006
100,2294.0,4781261,01472810,-75.4287873,40.2587137,1991-01-18,2024-12-01,POINT (-75.4287873 40.2587137),33.869952087611225,2040203000050.0,-75.43029054725012,40.25821888048175
101,2298.0,4781731,01473900,-75.2198992,40.1239987,1961-09-01,2024-12-01,POINT (-75.2198992 40.1239987),63.2498288843258,2040203001362.0,-75.22031250456224,40.12397985514709
102,2299.0,4781877,01473169,-75.46074808,40.07927367,1982-10-01,2024-12-01,POINT (-75.46074808 40.07927367),42.16837782340863,2040203000511.0,-75.46098352127902,40.07934168409972
103,2300.0,4782009,01472620,-75.2343416,40.40399276,1983-10-01,2024-12-01,POINT (-75.2343416 40.40399276),41.16906228610541,2040203000064.0,-75.23470216111606,40.40371292048927
104,2303.0,4782107,01473000,-75.451567,40.22954725,1914-10-01,2024-12-01,POINT (-75.451567 40.22954725),110.16837782340862,2040203000046.0,-75.45173184265344,40.22968817033402
105,2304.0,4782141,01473120,-75.433239,40.1645495,1966-05-01,1994-09-29,POINT (-75.433239 40.1645495),28.413415468856947,2040203000447.0,-75.43448369898,40.16404999751089
106,2305.0,4782153,01472157,-75.601305,40.15149064,1968-10-01,2024-12-01,POINT (-75.601305 40.15149064),56.167008898015055,2040203000255.0,-75.60126323279547,40.15209560255256
107,2307.0,4782187,01474000,-75.2068343,40.0152903,1965-10-01,2024-12-01,POINT (-75.2068343 40.0152903),59.16769336071184,2040203000002.0,-75.20654186267974,40.01524555527117
108,2332.0,4783101,01470779,-76.1716128,40.4134258,1974-11-22,2024-12-01,POINT (-76.1716128 40.4134258),50.02600958247776,2040203000241.0,-76.17139538967656,40.41326053956232
109,2334.0,4783303,01470853,-76.1432785,40.34009236,1982-10-01,2005-09-29,POINT (-76.1432785 40.34009236),22.99520876112252,2040203000467.0,-76.14349363170585,40.34038155873093
110,2338.0,4784831,01474500,-75.1885007,39.9677908,1931-10-01,2024-12-01,POINT (-75.1885007 39.9677908),93.1690622861054,2040203000001.0,-75.18763975478262,39.968457185484624
111,2686.0,8074660,01483700,-75.5190833,39.1637222,1958-01-01,2024-12-01,POINT (-75.5190833 39.1637222),66.91581108829568,2040207000133.0,-75.5192440817556,39.163796698548346
112,,8075192,01483500,-75.6323056,39.2328611,1931-07-01,2020-01-01,POINT (-75.6323056 39.2328611),88.50376454483231,2040207000159.0,-75.63222344907331,39.23303653070452
113,2692.0,8076762,01484000,-75.5669167,38.97602778,1931-07-01,2020-01-01,POINT (-75.5669167 38.97602778),88.50376454483231,2040207000096.0,-75.56646643137674,38.97606645881252
114,2694.0,8077030,01484100,-75.51275,38.90577778,1958-05-01,2024-12-01,POINT (-75.51275 38.90577778),66.58726899383984,2040207000054.0,-75.51280380536932,38.90597725044867
115,,8077692,01484270,-75.2671335,38.76150117,1971-05-01,2005-09-29,POINT (-75.2671335 38.76150117),34.41478439425051,2040207000452.0,-75.26629453909526,38.76179852556957
116,3560.0,9481686,01411456,-75.0675,39.65888889,1987-10-28,2016-09-30,POINT (-75.0675 39.65888889),28.92539356605065,2040206000081.0,-75.06814686031181,39.65611699406672
117,,9481992,01482500,-75.33027778,39.64388889,1940-04-01,2024-12-02,POINT (-75.33027778 39.64388889),84.67077344284736,2040206000219.0,-75.3299650065526,39.64326673541313
118,,9483432,01412000,-74.9658333,39.41916667,1931-06-01,2024-11-05,POINT (-74.9658333 39.41916667),93.4318959616701,2040206001805.0,-74.96584270185241,39.41945533505052
119,3567.0,9484462,01412800,-75.2555556,39.4725,1977-10-01,2024-12-01,POINT (-75.2555556 39.4725),47.16769336071184,2040206000148.0,-75.25580196601052,39.47176645775888
120,3570.0,9485398,01411500,-75.0769444,39.49555556,1932-10-01,2024-12-02,POINT (-75.0769444 39.49555556),92.1697467488022,2040206001807.0,-75.07589122484056,39.49503393521257
121,,932040162,01480500,-75.8274467,39.98566144,1943-10-01,2024-12-01,POINT (-75.8274467 39.98566144),81.1690622861054,2040205000083.0,-75.82747106759435,39.98525727024873
